Område;Bebyggelsetyp;År;Åldersgrupp;Summa
22208 - Traneberg;nybyggnation;2029;6-9 år;0
22208 - Traneberg;nybyggnation;2029;10-12 år;0
22208 - Traneberg;nybyggnation;2029;13-15 år;0
22208 - Traneberg;nybyggnation;2029;16-18 år;0
22208 - Traneberg;nybyggnation;2029;19-24 år;0
22208 - Traneberg;nybyggnation;2029;25-44 år;0
22208 - Traneberg;nybyggnation;2029;45-64 år;0
22208 - Traneberg;nybyggnation;2029;65-79 år;0
22208 - Traneberg;nybyggnation;2029;80-w;0
22208 - Traneberg;nybyggnation;2030;0 år;0
22208 - Traneberg;nybyggnation;2030;1-5 år;0
22208 - Traneberg;nybyggnation;2030;6-9 år;0
22208 - Traneberg;nybyggnation;2030;10-12 år;0
22208 - Traneberg;nybyggnation;2030;13-15 år;0
22208 - Traneberg;nybyggnation;2030;16-18 år;0
22208 - Traneberg;nybyggnation;2030;19-24 år;0
22208 - Traneberg;nybyggnation;2030;25-44 år;0
22208 - Traneberg;nybyggnation;2030;45-64 år;0
22208 - Traneberg;nybyggnation;2030;65-79 år;0
22208 - Traneberg;nybyggnation;2030;80-w;0
22208 - Traneberg;nybyggnation;2031;0 år;0
22208 - Traneberg;nybyggnation;2031;1-5 år;0
22208 - Traneberg;nybyggnation;2031;6-9 år;0
22208 - Traneberg;nybyggnation;2031;10-12 år;0
22208 - Traneberg;nybyggnation;2031;13-15 år;0
22208 - Traneberg;nybyggnation;2031;16-18 år;0
22208 - Traneberg;nybyggnation;2031;19-24 år;0
22208 - Traneberg;nybyggnation;2031;25-44 år;0
22208 - Traneberg;nybyggnation;2031;45-64 år;0
22208 - Traneberg;nybyggnation;2031;65-79 år;0
22208 - Traneberg;nybyggnation;2031;80-w;0
22208 - Traneberg;nybyggnation;2032;0 år;0
22208 - Traneberg;nybyggnation;2032;1-5 år;0
22208 - Traneberg;nybyggnation;2032;6-9 år;0
22208 - Traneberg;nybyggnation;2032;10-12 år;0
22208 - Traneberg;nybyggnation;2032;13-15 år;0
22208 - Traneberg;nybyggnation;2032;16-18 år;0
22208 - Traneberg;nybyggnation;2032;19-24 år;0
22208 - Traneberg;nybyggnation;2032;25-44 år;0
22208 - Traneberg;nybyggnation;2032;45-64 år;0
22208 - Traneberg;nybyggnation;2032;65-79 år;0
22208 - Traneberg;nybyggnation;2032;80-w;0
22208 - Traneberg;nybyggnation;2033;0 år;0
22208 - Traneberg;nybyggnation;2033;1-5 år;0
22208 - Traneberg;nybyggnation;2033;6-9 år;0
22208 - Traneberg;nybyggnation;2033;10-12 år;0
22208 - Traneberg;nybyggnation;2033;13-15 år;0
22208 - Traneberg;nybyggnation;2033;16-18 år;0
22208 - Traneberg;nybyggnation;2033;19-24 år;0
22208 - Traneberg;nybyggnation;2033;25-44 år;0
22208 - Traneberg;nybyggnation;2033;45-64 år;0
22208 - Traneberg;nybyggnation;2033;65-79 år;0
22208 - Traneberg;nybyggnation;2033;80-w;0
22208 - Traneberg;nybyggnation;2034;0 år;0
22208 - Traneberg;nybyggnation;2034;1-5 år;0
22208 - Traneberg;nybyggnation;2034;6-9 år;0
22208 - Traneberg;nybyggnation;2034;10-12 år;0
22208 - Traneberg;nybyggnation;2034;13-15 år;0
22208 - Traneberg;nybyggnation;2034;16-18 år;0
22208 - Traneberg;nybyggnation;2034;19-24 år;0
22208 - Traneberg;nybyggnation;2034;25-44 år;0
22208 - Traneberg;nybyggnation;2034;45-64 år;0
22208 - Traneberg;nybyggnation;2034;65-79 år;0
22208 - Traneberg;nybyggnation;2034;80-w;0
22208 - Traneberg;Totalt;2024;0 år;131
22208 - Traneberg;Totalt;2024;1-5 år;378
22208 - Traneberg;Totalt;2024;6-9 år;202
22208 - Traneberg;Totalt;2024;10-12 år;148
22208 - Traneberg;Totalt;2024;13-15 år;148
22208 - Traneberg;Totalt;2024;16-18 år;166
22208 - Traneberg;Totalt;2024;19-24 år;363
22208 - Traneberg;Totalt;2024;25-44 år;2915
22208 - Traneberg;Totalt;2024;45-64 år;1772
22208 - Traneberg;Totalt;2024;65-79 år;1002
22208 - Traneberg;Totalt;2024;80-w;432
22208 - Traneberg;Totalt;2025;0 år;110,131905
22208 - Traneberg;Totalt;2025;1-5 år;404,9821061
22208 - Traneberg;Totalt;2025;6-9 år;211,1233274
22208 - Traneberg;Totalt;2025;10-12 år;152,6559078
22208 - Traneberg;Totalt;2025;13-15 år;147,0598798
22208 - Traneberg;Totalt;2025;16-18 år;165,446969
22208 - Traneberg;Totalt;2025;19-24 år;366,5019902
22208 - Traneberg;Totalt;2025;25-44 år;2875,504938
22208 - Traneberg;Totalt;2025;45-64 år;1785,537357
22208 - Traneberg;Totalt;2025;65-79 år;1000,720322
22208 - Traneberg;Totalt;2025;80-w;459,8536347
22208 - Traneberg;Totalt;2026;0 år;110,2957906
22208 - Traneberg;Totalt;2026;1-5 år;413,0083141
22208 - Traneberg;Totalt;2026;6-9 år;211,4504661
22208 - Traneberg;Totalt;2026;10-12 år;154,4288946
22208 - Traneberg;Totalt;2026;13-15 år;152,3087241
22208 - Traneberg;Totalt;2026;16-18 år;156,3532883
22208 - Traneberg;Totalt;2026;19-24 år;381,916085
22208 - Traneberg;Totalt;2026;25-44 år;2858,478277
22208 - Traneberg;Totalt;2026;45-64 år;1781,383898
22208 - Traneberg;Totalt;2026;65-79 år;996,3781171
22208 - Traneberg;Totalt;2026;80-w;490,5331919
22208 - Traneberg;Totalt;2027;0 år;108,6245046
22208 - Traneberg;Totalt;2027;1-5 år;394,5756131
22208 - Traneberg;Totalt;2027;6-9 år;235,7684382
22208 - Traneberg;Totalt;2027;10-12 år;152,6952427
22208 - Traneberg;Totalt;2027;13-15 år;149,8966615
22208 - Traneberg;Totalt;2027;16-18 år;156,7066067
22208 - Traneberg;Totalt;2027;19-24 år;390,229346
22208 - Traneberg;Totalt;2027;25-44 år;2831,273903
22208 - Traneberg;Totalt;2027;45-64 år;1784,036047
22208 - Traneberg;Totalt;2027;65-79 år;1000,746399
22208 - Traneberg;Totalt;2027;80-w;525,8427682
22208 - Traneberg;Totalt;2028;0 år;106,5743688
22208 - Traneberg;Totalt;2028;1-5 år;397,5123578
22208 - Traneberg;Totalt;2028;6-9 år;234,8909054
22208 - Traneberg;Totalt;2028;10-12 år;151,9861407
22208 - Traneberg;Totalt;2028;13-15 år;151,5597142
22208 - Traneberg;Totalt;2028;16-18 år;156,5212604
22208 - Traneberg;Totalt;2028;19-24 år;392,8528208
22208 - Traneberg;Totalt;2028;25-44 år;2815,833798
22208 - Traneberg;Totalt;2028;45-64 år;1786,664563
22208 - Traneberg;Totalt;2028;65-79 år;1010,433945
22208 - Traneberg;Totalt;2028;80-w;537,9637986
22208 - Traneberg;Totalt;2029;0 år;106,2923036
22208 - Traneberg;Totalt;2029;1-5 år;387,016063
22208 - Traneberg;Totalt;2029;6-9 år;240,0309467
22208 - Traneberg;Totalt;2029;10-12 år;152,3176181
22208 - Traneberg;Totalt;2029;13-15 år;152,5086223
22208 - Traneberg;Totalt;2029;16-18 år;161,9380355
22208 - Traneberg;Totalt;2029;19-24 år;389,6071266
22208 - Traneberg;Totalt;2029;25-44 år;2797,502349
22208 - Traneberg;Totalt;2029;45-64 år;1769,672154
22208 - Traneberg;Totalt;2029;65-79 år;1044,799162
22208 - Traneberg;Totalt;2029;80-w;549,523025
22208 - Traneberg;Totalt;2030;0 år;105,7736323
22208 - Traneberg;Totalt;2030;1-5 år;374,0096107
22208 - Traneberg;Totalt;2030;6-9 år;246,2288363
22208 - Traneberg;Totalt;2030;10-12 år;152,7888576
22208 - Traneberg;Totalt;2030;13-15 år;151,7084784
22208 - Traneberg;Totalt;2030;16-18 år;158,5526405
22208 - Traneberg;Totalt;2030;19-24 år;394,1280493
22208 - Traneberg;Totalt;2030;25-44 år;2777,943339
22208 - Traneberg;Totalt;2030;45-64 år;1765,114549
22208 - Traneberg;Totalt;2030;65-79 år;1069,038605
22208 - Traneberg;Totalt;2030;80-w;555,2309968
22208 - Traneberg;Totalt;2031;0 år;105,0427358
22208 - Traneberg;Totalt;2031;1-5 år;367,6402862
22208 - Traneberg;Totalt;2031;6-9 år;230,4928728
22208 - Traneberg;Totalt;2031;10-12 år;167,5873754
22208 - Traneberg;Totalt;2031;13-15 år;150,4516949
22208 - Traneberg;Totalt;2031;16-18 år;158,4675297
22208 - Traneberg;Totalt;2031;19-24 år;391,9607885
22208 - Traneberg;Totalt;2031;25-44 år;2744,654583
22208 - Traneberg;Totalt;2031;45-64 år;1770,492104
22208 - Traneberg;Totalt;2031;65-79 år;1088,627871
22208 - Traneberg;Totalt;2031;80-w;564,6280478
22208 - Traneberg;Totalt;2032;0 år;104,5881475
22208 - Traneberg;Totalt;2032;1-5 år;361,3035025
22208 - Traneberg;Totalt;2032;6-9 år;230,7401757
22208 - Traneberg;Totalt;2032;10-12 år;162,7676505
22208 - Traneberg;Totalt;2032;13-15 år;148,7330961
22208 - Traneberg;Totalt;2032;16-18 år;158,3236116
22208 - Traneberg;Totalt;2032;19-24 år;390,7016302
22208 - Traneberg;Totalt;2032;25-44 år;2709,946604
22208 - Traneberg;Totalt;2032;45-64 år;1774,307868
22208 - Traneberg;Totalt;2032;65-79 år;1101,375584
22208 - Traneberg;Totalt;2032;80-w;585,8545308
22208 - Traneberg;Totalt;2033;0 år;104,555002
22208 - Traneberg;Totalt;2033;1-5 år;356,9326124
22208 - Traneberg;Totalt;2033;6-9 år;224,0177734
22208 - Traneberg;Totalt;2033;10-12 år;163,4088816
22208 - Traneberg;Totalt;2033;13-15 år;148,6321003
22208 - Traneberg;Totalt;2033;16-18 år;157,7269557
22208 - Traneberg;Totalt;2033;19-24 år;387,2031835
22208 - Traneberg;Totalt;2033;25-44 år;2666,790172
22208 - Traneberg;Totalt;2033;45-64 år;1795,955128
22208 - Traneberg;Totalt;2033;65-79 år;1124,449364
22208 - Traneberg;Totalt;2033;80-w;588,7578675
22208 - Traneberg;Totalt;2034;0 år;102,6564027
22208 - Traneberg;Totalt;2034;1-5 år;354,4492041
22208 - Traneberg;Totalt;2034;6-9 år;215,8374964
22208 - Traneberg;Totalt;2034;10-12 år;154,656638
22208 - Traneberg;Totalt;2034;13-15 år;159,0929707
22208 - Traneberg;Totalt;2034;16-18 år;156,2112888
22208 - Traneberg;Totalt;2034;19-24 år;382,6587601
22208 - Traneberg;Totalt;2034;25-44 år;2630,757365
22208 - Traneberg;Totalt;2034;45-64 år;1828,087399
22208 - Traneberg;Totalt;2034;65-79 år;1120,856155
22208 - Traneberg;Totalt;2034;80-w;600,7793698
22209 - Ulvsunda;befintlig bebyggelse;2024;0 år;31
22209 - Ulvsunda;befintlig bebyggelse;2024;1-5 år;150
22209 - Ulvsunda;befintlig bebyggelse;2024;6-9 år;148
22209 - Ulvsunda;befintlig bebyggelse;2024;10-12 år;118
22209 - Ulvsunda;befintlig bebyggelse;2024;13-15 år;110
22209 - Ulvsunda;befintlig bebyggelse;2024;16-18 år;86
22209 - Ulvsunda;befintlig bebyggelse;2024;19-24 år;160
22209 - Ulvsunda;befintlig bebyggelse;2024;25-44 år;870
22209 - Ulvsunda;befintlig bebyggelse;2024;45-64 år;699
22209 - Ulvsunda;befintlig bebyggelse;2024;65-79 år;293
22209 - Ulvsunda;befintlig bebyggelse;2024;80-w;104
22209 - Ulvsunda;befintlig bebyggelse;2025;0 år;27,05750919
22209 - Ulvsunda;befintlig bebyggelse;2025;1-5 år;146,3305279
22209 - Ulvsunda;befintlig bebyggelse;2025;6-9 år;136,6982408
22209 - Ulvsunda;befintlig bebyggelse;2025;10-12 år;116,5508024
22209 - Ulvsunda;befintlig bebyggelse;2025;13-15 år;107,2512566
22209 - Ulvsunda;befintlig bebyggelse;2025;16-18 år;103,7746114
22209 - Ulvsunda;befintlig bebyggelse;2025;19-24 år;149,1936795
22209 - Ulvsunda;befintlig bebyggelse;2025;25-44 år;862,5759993
22209 - Ulvsunda;befintlig bebyggelse;2025;45-64 år;706,8517645
22209 - Ulvsunda;befintlig bebyggelse;2025;65-79 år;290,970353
22209 - Ulvsunda;befintlig bebyggelse;2025;80-w;114,8361853
22209 - Ulvsunda;befintlig bebyggelse;2026;0 år;26,97196671
22209 - Ulvsunda;befintlig bebyggelse;2026;1-5 år;139,1831396
22209 - Ulvsunda;befintlig bebyggelse;2026;6-9 år;129,5265147
22209 - Ulvsunda;befintlig bebyggelse;2026;10-12 år;114,6359484
22209 - Ulvsunda;befintlig bebyggelse;2026;13-15 år;110,506538
22209 - Ulvsunda;befintlig bebyggelse;2026;16-18 år;111,8371144
22209 - Ulvsunda;befintlig bebyggelse;2026;19-24 år;144,3919523
22209 - Ulvsunda;befintlig bebyggelse;2026;25-44 år;849,163317
22209 - Ulvsunda;befintlig bebyggelse;2026;45-64 år;711,1176658
22209 - Ulvsunda;befintlig bebyggelse;2026;65-79 år;294,1124912
22209 - Ulvsunda;befintlig bebyggelse;2026;80-w;125,2520064
22209 - Ulvsunda;befintlig bebyggelse;2027;0 år;26,34543883
22209 - Ulvsunda;befintlig bebyggelse;2027;1-5 år;138,1768341
22209 - Ulvsunda;befintlig bebyggelse;2027;6-9 år;121,6051715
22209 - Ulvsunda;befintlig bebyggelse;2027;10-12 år;106,6637502
22209 - Ulvsunda;befintlig bebyggelse;2027;13-15 år;113,382169
22209 - Ulvsunda;befintlig bebyggelse;2027;16-18 år;105,8549526
22209 - Ulvsunda;befintlig bebyggelse;2027;19-24 år;159,1546624
22209 - Ulvsunda;befintlig bebyggelse;2027;25-44 år;825,2088264
22209 - Ulvsunda;befintlig bebyggelse;2027;45-64 år;719,2553417
22209 - Ulvsunda;befintlig bebyggelse;2027;65-79 år;302,9272345
22209 - Ulvsunda;befintlig bebyggelse;2027;80-w;131,6525173
22209 - Ulvsunda;befintlig bebyggelse;2028;0 år;25,60459406
22209 - Ulvsunda;befintlig bebyggelse;2028;1-5 år;135,485502
22209 - Ulvsunda;befintlig bebyggelse;2028;6-9 år;113,558097
22209 - Ulvsunda;befintlig bebyggelse;2028;10-12 år;100,5997437
22209 - Ulvsunda;befintlig bebyggelse;2028;13-15 år;111,3164083
22209 - Ulvsunda;befintlig bebyggelse;2028;16-18 år;105,9257346
22209 - Ulvsunda;befintlig bebyggelse;2028;19-24 år;169,4741396
22209 - Ulvsunda;befintlig bebyggelse;2028;25-44 år;811,2870753
22209 - Ulvsunda;befintlig bebyggelse;2028;45-64 år;727,1808911
22209 - Ulvsunda;befintlig bebyggelse;2028;65-79 år;295,2393874
22209 - Ulvsunda;befintlig bebyggelse;2028;80-w;143,9858485
22209 - Ulvsunda;befintlig bebyggelse;2029;0 år;25,38648625
22209 - Ulvsunda;befintlig bebyggelse;2029;1-5 år;130,1172843
22209 - Ulvsunda;befintlig bebyggelse;2029;6-9 år;110,7597206
22209 - Ulvsunda;befintlig bebyggelse;2029;10-12 år;94,54772068
22209 - Ulvsunda;befintlig bebyggelse;2029;13-15 år;110,3721849
22209 - Ulvsunda;befintlig bebyggelse;2029;16-18 år;107,7542383
22209 - Ulvsunda;befintlig bebyggelse;2029;19-24 år;171,3623971
22209 - Ulvsunda;befintlig bebyggelse;2029;25-44 år;793,8238362
22209 - Ulvsunda;befintlig bebyggelse;2029;45-64 år;732,0163796
22209 - Ulvsunda;befintlig bebyggelse;2029;65-79 år;301,01368
22209 - Ulvsunda;befintlig bebyggelse;2029;80-w;150,4361337
22209 - Ulvsunda;befintlig bebyggelse;2030;0 år;25,12509629
22209 - Ulvsunda;befintlig bebyggelse;2030;1-5 år;123,8858331
22209 - Ulvsunda;befintlig bebyggelse;2030;6-9 år;109,718393
22209 - Ulvsunda;befintlig bebyggelse;2030;10-12 år;91,38842527
22209 - Ulvsunda;befintlig bebyggelse;2030;13-15 år;103,6094449
22209 - Ulvsunda;befintlig bebyggelse;2030;16-18 år;110,8321416
22209 - Ulvsunda;befintlig bebyggelse;2030;19-24 år;172,2085821
22209 - Ulvsunda;befintlig bebyggelse;2030;25-44 år;779,369113
22209 - Ulvsunda;befintlig bebyggelse;2030;45-64 år;734,5804002
22209 - Ulvsunda;befintlig bebyggelse;2030;65-79 år;302,6775033
22209 - Ulvsunda;befintlig bebyggelse;2030;80-w;158,8175619
22209 - Ulvsunda;befintlig bebyggelse;2031;0 år;24,80407719
22209 - Ulvsunda;befintlig bebyggelse;2031;1-5 år;121,0375434
22209 - Ulvsunda;befintlig bebyggelse;2031;6-9 år;106,8813987
22209 - Ulvsunda;befintlig bebyggelse;2031;10-12 år;85,33637325
22209 - Ulvsunda;befintlig bebyggelse;2031;13-15 år;98,09452365
22209 - Ulvsunda;befintlig bebyggelse;2031;16-18 år;108,7137774
22209 - Ulvsunda;befintlig bebyggelse;2031;19-24 år;175,7731862
22209 - Ulvsunda;befintlig bebyggelse;2031;25-44 år;768,6041592
22209 - Ulvsunda;befintlig bebyggelse;2031;45-64 år;731,0271622
22209 - Ulvsunda;befintlig bebyggelse;2031;65-79 år;315,6217755
22209 - Ulvsunda;befintlig bebyggelse;2031;80-w;157,490685
22209 - Ulvsunda;befintlig bebyggelse;2032;0 år;24,522732
22209 - Ulvsunda;befintlig bebyggelse;2032;1-5 år;118,3427091
22209 - Ulvsunda;befintlig bebyggelse;2032;6-9 år;104,8726396
22209 - Ulvsunda;befintlig bebyggelse;2032;10-12 år;80,28417988
22209 - Ulvsunda;befintlig bebyggelse;2032;13-15 år;92,63726873
22209 - Ulvsunda;befintlig bebyggelse;2032;16-18 år;108,1071439
22209 - Ulvsunda;befintlig bebyggelse;2032;19-24 år;175,1008961
22209 - Ulvsunda;befintlig bebyggelse;2032;25-44 år;752,5089051
22209 - Ulvsunda;befintlig bebyggelse;2032;45-64 år;735,7076462
22209 - Ulvsunda;befintlig bebyggelse;2032;65-79 år;324,8679459
22209 - Ulvsunda;befintlig bebyggelse;2032;80-w;157,2062164
22209 - Ulvsunda;befintlig bebyggelse;2033;0 år;24,36486151
22209 - Ulvsunda;befintlig bebyggelse;2033;1-5 år;116,3429697
22209 - Ulvsunda;befintlig bebyggelse;2033;6-9 år;100,8321968
22209 - Ulvsunda;befintlig bebyggelse;2033;10-12 år;78,35948995
22209 - Ulvsunda;befintlig bebyggelse;2033;13-15 år;89,29313616
22209 - Ulvsunda;befintlig bebyggelse;2033;16-18 år;101,9417259
22209 - Ulvsunda;befintlig bebyggelse;2033;19-24 år;174,5181249
22209 - Ulvsunda;befintlig bebyggelse;2033;25-44 år;738,9517752
22209 - Ulvsunda;befintlig bebyggelse;2033;45-64 år;741,8131116
22209 - Ulvsunda;befintlig bebyggelse;2033;65-79 år;334,3883013
22209 - Ulvsunda;befintlig bebyggelse;2033;80-w;154,5028504
22209 - Ulvsunda;befintlig bebyggelse;2034;0 år;23,73750939
22209 - Ulvsunda;befintlig bebyggelse;2034;1-5 år;114,9917556
22209 - Ulvsunda;befintlig bebyggelse;2034;6-9 år;95,64813982
22209 - Ulvsunda;befintlig bebyggelse;2034;10-12 år;78,24051751
22209 - Ulvsunda;befintlig bebyggelse;2034;13-15 år;84,68046508
22209 - Ulvsunda;befintlig bebyggelse;2034;16-18 år;97,34674091
22209 - Ulvsunda;befintlig bebyggelse;2034;19-24 år;172,7289538
22209 - Ulvsunda;befintlig bebyggelse;2034;25-44 år;726,0563995
22209 - Ulvsunda;befintlig bebyggelse;2034;45-64 år;748,0801455
22209 - Ulvsunda;befintlig bebyggelse;2034;65-79 år;334,8159716
22209 - Ulvsunda;befintlig bebyggelse;2034;80-w;159,5310707
22209 - Ulvsunda;nybyggnation;2024;0 år;0
22209 - Ulvsunda;nybyggnation;2024;1-5 år;0
22209 - Ulvsunda;nybyggnation;2024;6-9 år;0
22209 - Ulvsunda;nybyggnation;2024;10-12 år;0
22209 - Ulvsunda;nybyggnation;2024;13-15 år;0
22209 - Ulvsunda;nybyggnation;2024;16-18 år;0
22209 - Ulvsunda;nybyggnation;2024;19-24 år;0
22209 - Ulvsunda;nybyggnation;2024;25-44 år;0
22209 - Ulvsunda;nybyggnation;2024;45-64 år;0
22209 - Ulvsunda;nybyggnation;2024;65-79 år;0
22209 - Ulvsunda;nybyggnation;2024;80-w;0
22209 - Ulvsunda;nybyggnation;2025;0 år;0,19592661
22209 - Ulvsunda;nybyggnation;2025;1-5 år;1,14341087
22209 - Ulvsunda;nybyggnation;2025;6-9 år;0,51908516
22209 - Ulvsunda;nybyggnation;2025;10-12 år;0,22852965
22209 - Ulvsunda;nybyggnation;2025;13-15 år;0,19294104
22209 - Ulvsunda;nybyggnation;2025;16-18 år;0,17819721
22209 - Ulvsunda;nybyggnation;2025;19-24 år;0,36452894
22209 - Ulvsunda;nybyggnation;2025;25-44 år;3,054095
22209 - Ulvsunda;nybyggnation;2025;45-64 år;0,72677003
22209 - Ulvsunda;nybyggnation;2025;65-79 år;0,07041461
22209 - Ulvsunda;nybyggnation;2025;80-w;0,00610091
22209 - Ulvsunda;nybyggnation;2026;0 år;0,20891399
22209 - Ulvsunda;nybyggnation;2026;1-5 år;1,20750524
22209 - Ulvsunda;nybyggnation;2026;6-9 år;0,63438587
22209 - Ulvsunda;nybyggnation;2026;10-12 år;0,26537904
22209 - Ulvsunda;nybyggnation;2026;13-15 år;0,20624709
22209 - Ulvsunda;nybyggnation;2026;16-18 år;0,18089424
22209 - Ulvsunda;nybyggnation;2026;19-24 år;0,29279476
22209 - Ulvsunda;nybyggnation;2026;25-44 år;2,94343622
22209 - Ulvsunda;nybyggnation;2026;45-64 år;0,84691515
22209 - Ulvsunda;nybyggnation;2026;65-79 år;0,08204279
22209 - Ulvsunda;nybyggnation;2026;80-w;0,00744845
22209 - Ulvsunda;nybyggnation;2027;0 år;0,16483601
22209 - Ulvsunda;nybyggnation;2027;1-5 år;1,25134591
22209 - Ulvsunda;nybyggnation;2027;6-9 år;0,75200543
22209 - Ulvsunda;nybyggnation;2027;10-12 år;0,31652662
22209 - Ulvsunda;nybyggnation;2027;13-15 år;0,22484551
22209 - Ulvsunda;nybyggnation;2027;16-18 år;0,18546609
22209 - Ulvsunda;nybyggnation;2027;19-24 år;0,26074309
22209 - Ulvsunda;nybyggnation;2027;25-44 år;2,86285295
22209 - Ulvsunda;nybyggnation;2027;45-64 år;0,97246235
22209 - Ulvsunda;nybyggnation;2027;65-79 år;0,09587276
22209 - Ulvsunda;nybyggnation;2027;80-w;0,00912258
22209 - Ulvsunda;nybyggnation;2028;0 år;0,13508321
22209 - Ulvsunda;nybyggnation;2028;1-5 år;1,22848232
22209 - Ulvsunda;nybyggnation;2028;6-9 år;0,85577864
22209 - Ulvsunda;nybyggnation;2028;10-12 år;0,37533202
22209 - Ulvsunda;nybyggnation;2028;13-15 år;0,24620531
22209 - Ulvsunda;nybyggnation;2028;16-18 år;0,19166569
22209 - Ulvsunda;nybyggnation;2028;19-24 år;0,24803407
22209 - Ulvsunda;nybyggnation;2028;25-44 år;2,7802837
22209 - Ulvsunda;nybyggnation;2028;45-64 år;1,10077624
22209 - Ulvsunda;nybyggnation;2028;65-79 år;0,10953065
22209 - Ulvsunda;nybyggnation;2028;80-w;0,01083346
22209 - Ulvsunda;nybyggnation;2029;0 år;0,1165227
22209 - Ulvsunda;nybyggnation;2029;1-5 år;1,12412676
22209 - Ulvsunda;nybyggnation;2029;6-9 år;0,96453071
22209 - Ulvsunda;nybyggnation;2029;10-12 år;0,43959869
22209 - Ulvsunda;nybyggnation;2029;13-15 år;0,27294586
22209 - Ulvsunda;nybyggnation;2029;16-18 år;0,19904443
22209 - Ulvsunda;nybyggnation;2029;19-24 år;0,24132663
22209 - Ulvsunda;nybyggnation;2029;25-44 år;2,67283387
