Region;Brott;Period;År;Antal;/100 000 inv
Boden kommun;3-7 kap. Brott mot person;År;2021;..;..
Boden kommun;3-7 kap. Brott mot person;År;2022;..;..
Boden kommun;4 kap. Brott mot frihet och frid;År;2020;450;1603
Boden kommun;4 kap. Brott mot frihet och frid;År;2021;428;1522
Boden kommun;4 kap. Brott mot frihet och frid;År;2022;393;1398
Boden kommun;3-7 kap. Brott mot person;År;2020;..;..
Boden kommun;3-7 kap. Brott mot person;År;2021;..;..
Boden kommun;3-7 kap. Brott mot person;År;2022;..;..
Boden kommun;5 kap. Ärekränkningsbrott;År;2020;32;114
Boden kommun;5 kap. Ärekränkningsbrott;År;2021;36;128
Boden kommun;5 kap. Ärekränkningsbrott;År;2022;27;96
Boden kommun;3-7 kap. Brott mot person;År;2020;..;..
Boden kommun;3-7 kap. Brott mot person;År;2021;..;..
Boden kommun;3-7 kap. Brott mot person;År;2022;..;..
Boden kommun;6 kap. Sexualbrott;År;2020;51;182
Boden kommun;6 kap. Sexualbrott;År;2021;72;256
Boden kommun;6 kap. Sexualbrott;År;2022;83;295
Boden kommun;3-7 kap. Brott mot person;År;2020;..;..
Boden kommun;3-7 kap. Brott mot person;År;2021;..;..
Boden kommun;3-7 kap. Brott mot person;År;2022;..;..
Boden kommun;7 kap. Brott mot familj;År;2020;3;11
Boden kommun;7 kap. Brott mot familj;År;2021;8;28
Boden kommun;7 kap. Brott mot familj;År;2022;4;14
Bollebygd kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollebygd kommun;3 kap. Brott mot liv och hälsa;År;2020;27;284
Bollebygd kommun;3 kap. Brott mot liv och hälsa;År;2021;44;460
Bollebygd kommun;3 kap. Brott mot liv och hälsa;År;2022;39;403
Bollebygd kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollebygd kommun;4 kap. Brott mot frihet och frid;År;2020;52;546
Bollebygd kommun;4 kap. Brott mot frihet och frid;År;2021;107;1118
Bollebygd kommun;4 kap. Brott mot frihet och frid;År;2022;76;786
Bollebygd kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollebygd kommun;5 kap. Ärekränkningsbrott;År;2020;3;32
Bollebygd kommun;5 kap. Ärekränkningsbrott;År;2021;3;31
Bollebygd kommun;5 kap. Ärekränkningsbrott;År;2022;6;62
Bollebygd kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollebygd kommun;6 kap. Sexualbrott;År;2020;6;63
Bollebygd kommun;6 kap. Sexualbrott;År;2021;8;84
Bollebygd kommun;6 kap. Sexualbrott;År;2022;21;217
Bollebygd kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollebygd kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollebygd kommun;7 kap. Brott mot familj;År;2020;0;0
Bollebygd kommun;7 kap. Brott mot familj;År;2021;2;21
Bollebygd kommun;7 kap. Brott mot familj;År;2022;0;0
Bollnäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollnäs kommun;3 kap. Brott mot liv och hälsa;År;2020;214;798
Bollnäs kommun;3 kap. Brott mot liv och hälsa;År;2021;228;851
Bollnäs kommun;3 kap. Brott mot liv och hälsa;År;2022;227;851
Bollnäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollnäs kommun;4 kap. Brott mot frihet och frid;År;2020;312;1164
Bollnäs kommun;4 kap. Brott mot frihet och frid;År;2021;453;1691
Bollnäs kommun;4 kap. Brott mot frihet och frid;År;2022;335;1255
Bollnäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollnäs kommun;5 kap. Ärekränkningsbrott;År;2020;30;112
Bollnäs kommun;5 kap. Ärekränkningsbrott;År;2021;35;131
Bollnäs kommun;5 kap. Ärekränkningsbrott;År;2022;17;64
Bollnäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollnäs kommun;6 kap. Sexualbrott;År;2020;69;257
Bollnäs kommun;6 kap. Sexualbrott;År;2021;58;217
Bollnäs kommun;6 kap. Sexualbrott;År;2022;63;236
Bollnäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Bollnäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Bollnäs kommun;7 kap. Brott mot familj;År;2020;2;7
Bollnäs kommun;7 kap. Brott mot familj;År;2021;4;15
Bollnäs kommun;7 kap. Brott mot familj;År;2022;5;19
Borgholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Borgholm kommun;3 kap. Brott mot liv och hälsa;År;2020;80;738
Borgholm kommun;3 kap. Brott mot liv och hälsa;År;2021;95;874
Borgholm kommun;3 kap. Brott mot liv och hälsa;År;2022;78;717
Borgholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Borgholm kommun;4 kap. Brott mot frihet och frid;År;2020;115;1061
Borgholm kommun;4 kap. Brott mot frihet och frid;År;2021;103;948
Borgholm kommun;4 kap. Brott mot frihet och frid;År;2022;132;1214
Borgholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Borgholm kommun;5 kap. Ärekränkningsbrott;År;2020;4;37
Borgholm kommun;5 kap. Ärekränkningsbrott;År;2021;9;83
Borgholm kommun;5 kap. Ärekränkningsbrott;År;2022;9;83
Borgholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Borgholm kommun;6 kap. Sexualbrott;År;2020;21;194
Borgholm kommun;6 kap. Sexualbrott;År;2021;14;129
Borgholm kommun;6 kap. Sexualbrott;År;2022;16;147
Borgholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Borgholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Borgholm kommun;7 kap. Brott mot familj;År;2020;0;0
Borgholm kommun;7 kap. Brott mot familj;År;2021;1;9
Borgholm kommun;7 kap. Brott mot familj;År;2022;0;0
Borlänge kommun;3-7 kap. Brott mot person;År;2020;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2021;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2022;..;..
Borlänge kommun;3 kap. Brott mot liv och hälsa;År;2020;535;1021
Borlänge kommun;3 kap. Brott mot liv och hälsa;År;2021;527;1007
Borlänge kommun;3 kap. Brott mot liv och hälsa;År;2022;512;981
Borlänge kommun;3-7 kap. Brott mot person;År;2020;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2021;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2022;..;..
Borlänge kommun;4 kap. Brott mot frihet och frid;År;2020;617;1177
Borlänge kommun;4 kap. Brott mot frihet och frid;År;2021;680;1299
Borlänge kommun;4 kap. Brott mot frihet och frid;År;2022;565;1082
Borlänge kommun;3-7 kap. Brott mot person;År;2020;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2021;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2022;..;..
Borlänge kommun;5 kap. Ärekränkningsbrott;År;2020;26;50
Borlänge kommun;5 kap. Ärekränkningsbrott;År;2021;38;73
Borlänge kommun;5 kap. Ärekränkningsbrott;År;2022;24;46
Borlänge kommun;3-7 kap. Brott mot person;År;2020;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2021;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2022;..;..
Borlänge kommun;6 kap. Sexualbrott;År;2020;112;214
Borlänge kommun;6 kap. Sexualbrott;År;2021;158;302
Borlänge kommun;6 kap. Sexualbrott;År;2022;127;243
Borlänge kommun;3-7 kap. Brott mot person;År;2020;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2021;..;..
Borlänge kommun;3-7 kap. Brott mot person;År;2022;..;..
Borlänge kommun;7 kap. Brott mot familj;År;2020;3;6
Borlänge kommun;7 kap. Brott mot familj;År;2021;4;8
Borlänge kommun;7 kap. Brott mot familj;År;2022;1;2
Borås kommun;3-7 kap. Brott mot person;År;2020;..;..
Borås kommun;3-7 kap. Brott mot person;År;2021;..;..
Borås kommun;3-7 kap. Brott mot person;År;2022;..;..
Borås kommun;3 kap. Brott mot liv och hälsa;År;2020;1072;943
Borås kommun;3 kap. Brott mot liv och hälsa;År;2021;1035;909
Borås kommun;3 kap. Brott mot liv och hälsa;År;2022;1056;924
Borås kommun;3-7 kap. Brott mot person;År;2020;..;..
Borås kommun;3-7 kap. Brott mot person;År;2021;..;..
Borås kommun;3-7 kap. Brott mot person;År;2022;..;..
Borås kommun;4 kap. Brott mot frihet och frid;År;2020;1657;1457
Borås kommun;4 kap. Brott mot frihet och frid;År;2021;1769;1553
Borås kommun;4 kap. Brott mot frihet och frid;År;2022;1627;1424
Borås kommun;3-7 kap. Brott mot person;År;2020;..;..
Borås kommun;3-7 kap. Brott mot person;År;2021;..;..
Borås kommun;3-7 kap. Brott mot person;År;2022;..;..
Borås kommun;5 kap. Ärekränkningsbrott;År;2020;72;63
Borås kommun;5 kap. Ärekränkningsbrott;År;2021;95;83
Borås kommun;5 kap. Ärekränkningsbrott;År;2022;64;56
Borås kommun;3-7 kap. Brott mot person;År;2020;..;..
Borås kommun;3-7 kap. Brott mot person;År;2021;..;..
Borås kommun;3-7 kap. Brott mot person;År;2022;..;..
Borås kommun;6 kap. Sexualbrott;År;2020;216;190
Borås kommun;6 kap. Sexualbrott;År;2021;239;210
Borås kommun;6 kap. Sexualbrott;År;2022;236;207
Borås kommun;3-7 kap. Brott mot person;År;2020;..;..
Borås kommun;3-7 kap. Brott mot person;År;2021;..;..
Borås kommun;3-7 kap. Brott mot person;År;2022;..;..
Borås kommun;7 kap. Brott mot familj;År;2020;13;11
Borås kommun;7 kap. Brott mot familj;År;2021;14;12
Borås kommun;7 kap. Brott mot familj;År;2022;20;18
Botkyrka kommun;3-7 kap. Brott mot person;År;2020;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2021;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2022;..;..
Botkyrka kommun;3 kap. Brott mot liv och hälsa;År;2020;1180;1244
Botkyrka kommun;3 kap. Brott mot liv och hälsa;År;2021;1073;1129
Botkyrka kommun;3 kap. Brott mot liv och hälsa;År;2022;1081;1134
Botkyrka kommun;3-7 kap. Brott mot person;År;2020;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2021;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2022;..;..
Botkyrka kommun;4 kap. Brott mot frihet och frid;År;2020;1398;1474
Botkyrka kommun;4 kap. Brott mot frihet och frid;År;2021;1421;1495
Botkyrka kommun;4 kap. Brott mot frihet och frid;År;2022;1493;1566
Botkyrka kommun;3-7 kap. Brott mot person;År;2020;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2021;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2022;..;..
Botkyrka kommun;5 kap. Ärekränkningsbrott;År;2020;91;96
Botkyrka kommun;5 kap. Ärekränkningsbrott;År;2021;82;86
Botkyrka kommun;5 kap. Ärekränkningsbrott;År;2022;63;66
Botkyrka kommun;3-7 kap. Brott mot person;År;2020;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2021;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2022;..;..
Botkyrka kommun;6 kap. Sexualbrott;År;2020;204;215
Botkyrka kommun;6 kap. Sexualbrott;År;2021;162;170
Botkyrka kommun;6 kap. Sexualbrott;År;2022;137;144
Botkyrka kommun;3-7 kap. Brott mot person;År;2020;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2021;..;..
Botkyrka kommun;3-7 kap. Brott mot person;År;2022;..;..
Botkyrka kommun;7 kap. Brott mot familj;År;2020;13;14
Botkyrka kommun;7 kap. Brott mot familj;År;2021;19;20
Botkyrka kommun;7 kap. Brott mot familj;År;2022;20;21
Boxholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Boxholm kommun;3 kap. Brott mot liv och hälsa;År;2020;21;386
Boxholm kommun;3 kap. Brott mot liv och hälsa;År;2021;23;420
Boxholm kommun;3 kap. Brott mot liv och hälsa;År;2022;21;381
Boxholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Boxholm kommun;4 kap. Brott mot frihet och frid;År;2020;38;698
Boxholm kommun;4 kap. Brott mot frihet och frid;År;2021;33;602
Boxholm kommun;4 kap. Brott mot frihet och frid;År;2022;66;1199
Boxholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Boxholm kommun;5 kap. Ärekränkningsbrott;År;2020;1;18
Boxholm kommun;5 kap. Ärekränkningsbrott;År;2021;5;91
Boxholm kommun;5 kap. Ärekränkningsbrott;År;2022;2;36
Boxholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Boxholm kommun;6 kap. Sexualbrott;År;2020;8;147
Boxholm kommun;6 kap. Sexualbrott;År;2021;4;73
Boxholm kommun;6 kap. Sexualbrott;År;2022;7;127
Boxholm kommun;3-7 kap. Brott mot person;År;2020;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2021;..;..
Boxholm kommun;3-7 kap. Brott mot person;År;2022;..;..
Boxholm kommun;7 kap. Brott mot familj;År;2020;1;18
Boxholm kommun;7 kap. Brott mot familj;År;2021;0;0
Boxholm kommun;7 kap. Brott mot familj;År;2022;0;0
Bromölla kommun;3-7 kap. Brott mot person;År;2020;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2021;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2022;..;..
Bromölla kommun;3 kap. Brott mot liv och hälsa;År;2020;115;901
Bromölla kommun;3 kap. Brott mot liv och hälsa;År;2021;107;842
Bromölla kommun;3 kap. Brott mot liv och hälsa;År;2022;101;799
Bromölla kommun;3-7 kap. Brott mot person;År;2020;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2021;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2022;..;..
Bromölla kommun;4 kap. Brott mot frihet och frid;År;2020;185;1450
Bromölla kommun;4 kap. Brott mot frihet och frid;År;2021;190;1495
Bromölla kommun;4 kap. Brott mot frihet och frid;År;2022;173;1369
Bromölla kommun;3-7 kap. Brott mot person;År;2020;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2021;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2022;..;..
Bromölla kommun;5 kap. Ärekränkningsbrott;År;2020;6;47
Bromölla kommun;5 kap. Ärekränkningsbrott;År;2021;11;87
Bromölla kommun;5 kap. Ärekränkningsbrott;År;2022;18;142
Bromölla kommun;3-7 kap. Brott mot person;År;2020;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2021;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2022;..;..
Bromölla kommun;6 kap. Sexualbrott;År;2020;17;133
Bromölla kommun;6 kap. Sexualbrott;År;2021;17;134
Bromölla kommun;6 kap. Sexualbrott;År;2022;31;245
Bromölla kommun;3-7 kap. Brott mot person;År;2020;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2021;..;..
Bromölla kommun;3-7 kap. Brott mot person;År;2022;..;..
Bromölla kommun;7 kap. Brott mot familj;År;2020;2;16
Bromölla kommun;7 kap. Brott mot familj;År;2021;1;8
Bromölla kommun;7 kap. Brott mot familj;År;2022;2;16
Bräcke kommun;3-7 kap. Brott mot person;År;2020;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2021;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2022;..;..
Bräcke kommun;3 kap. Brott mot liv och hälsa;År;2020;46;743
Bräcke kommun;3 kap. Brott mot liv och hälsa;År;2021;36;581
Bräcke kommun;3 kap. Brott mot liv och hälsa;År;2022;60;973
Bräcke kommun;3-7 kap. Brott mot person;År;2020;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2021;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2022;..;..
Bräcke kommun;4 kap. Brott mot frihet och frid;År;2020;77;1243
Bräcke kommun;4 kap. Brott mot frihet och frid;År;2021;66;1066
Bräcke kommun;4 kap. Brott mot frihet och frid;År;2022;67;1086
Bräcke kommun;3-7 kap. Brott mot person;År;2020;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2021;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2022;..;..
Bräcke kommun;5 kap. Ärekränkningsbrott;År;2020;3;48
Bräcke kommun;5 kap. Ärekränkningsbrott;År;2021;1;16
Bräcke kommun;5 kap. Ärekränkningsbrott;År;2022;3;49
Bräcke kommun;3-7 kap. Brott mot person;År;2020;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2021;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2022;..;..
Bräcke kommun;6 kap. Sexualbrott;År;2020;12;194
Bräcke kommun;6 kap. Sexualbrott;År;2021;4;65
Bräcke kommun;6 kap. Sexualbrott;År;2022;12;195
Bräcke kommun;3-7 kap. Brott mot person;År;2020;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2021;..;..
Bräcke kommun;3-7 kap. Brott mot person;År;2022;..;..
Bräcke kommun;7 kap. Brott mot familj;År;2020;0;0
Bräcke kommun;7 kap. Brott mot familj;År;2021;0;0
Bräcke kommun;7 kap. Brott mot familj;År;2022;1;16
Burlöv kommun;3-7 kap. Brott mot person;År;2020;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2021;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2022;..;..
Burlöv kommun;3 kap. Brott mot liv och hälsa;År;2020;182;945
Burlöv kommun;3 kap. Brott mot liv och hälsa;År;2021;240;1232
Burlöv kommun;3 kap. Brott mot liv och hälsa;År;2022;194;979
Burlöv kommun;3-7 kap. Brott mot person;År;2020;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2021;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2022;..;..
Burlöv kommun;4 kap. Brott mot frihet och frid;År;2020;288;1495
Burlöv kommun;4 kap. Brott mot frihet och frid;År;2021;346;1776
Burlöv kommun;4 kap. Brott mot frihet och frid;År;2022;345;1741
Burlöv kommun;3-7 kap. Brott mot person;År;2020;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2021;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2022;..;..
Burlöv kommun;5 kap. Ärekränkningsbrott;År;2020;15;78
Burlöv kommun;5 kap. Ärekränkningsbrott;År;2021;17;87
Burlöv kommun;5 kap. Ärekränkningsbrott;År;2022;19;96
Burlöv kommun;3-7 kap. Brott mot person;År;2020;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2021;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2022;..;..
Burlöv kommun;6 kap. Sexualbrott;År;2020;19;99
Burlöv kommun;6 kap. Sexualbrott;År;2021;41;210
Burlöv kommun;6 kap. Sexualbrott;År;2022;39;197
Burlöv kommun;3-7 kap. Brott mot person;År;2020;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2021;..;..
Burlöv kommun;3-7 kap. Brott mot person;År;2022;..;..
Burlöv kommun;7 kap. Brott mot familj;År;2020;2;10
Burlöv kommun;7 kap. Brott mot familj;År;2021;2;10
Burlöv kommun;7 kap. Brott mot familj;År;2022;0;0
Båstad kommun;3-7 kap. Brott mot person;År;2020;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2021;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2022;..;..
Båstad kommun;3 kap. Brott mot liv och hälsa;År;2020;100;650
Båstad kommun;3 kap. Brott mot liv och hälsa;År;2021;73;471
Båstad kommun;3 kap. Brott mot liv och hälsa;År;2022;91;579
Båstad kommun;3-7 kap. Brott mot person;År;2020;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2021;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2022;..;..
Båstad kommun;4 kap. Brott mot frihet och frid;År;2020;137;890
Båstad kommun;4 kap. Brott mot frihet och frid;År;2021;124;800
Båstad kommun;4 kap. Brott mot frihet och frid;År;2022;138;877
Båstad kommun;3-7 kap. Brott mot person;År;2020;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2021;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2022;..;..
Båstad kommun;5 kap. Ärekränkningsbrott;År;2020;8;52
Båstad kommun;5 kap. Ärekränkningsbrott;År;2021;8;52
Båstad kommun;5 kap. Ärekränkningsbrott;År;2022;11;70
Båstad kommun;3-7 kap. Brott mot person;År;2020;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2021;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2022;..;..
Båstad kommun;6 kap. Sexualbrott;År;2020;23;149
Båstad kommun;6 kap. Sexualbrott;År;2021;27;174
Båstad kommun;6 kap. Sexualbrott;År;2022;24;153
Båstad kommun;3-7 kap. Brott mot person;År;2020;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2021;..;..
Båstad kommun;3-7 kap. Brott mot person;År;2022;..;..
Båstad kommun;7 kap. Brott mot familj;År;2020;5;32
Båstad kommun;7 kap. Brott mot familj;År;2021;3;19
Båstad kommun;7 kap. Brott mot familj;År;2022;1;6
Dals-Ed kommun;3-7 kap. Brott mot person;År;2020;..;..
Dals-Ed kommun;3-7 kap. Brott mot person;År;2021;..;..
Dals-Ed kommun;3-7 kap. Brott mot person;År;2022;..;..
Dals-Ed kommun;3 kap. Brott mot liv och hälsa;År;2020;24;503
Dals-Ed kommun;3 kap. Brott mot liv och hälsa;År;2021;23;482
Dals-Ed kommun;3 kap. Brott mot liv och hälsa;År;2022;21;447
Dals-Ed kommun;3-7 kap. Brott mot person;År;2020;..;..
Dals-Ed kommun;3-7 kap. Brott mot person;År;2021;..;..
Dals-Ed kommun;3-7 kap. Brott mot person;År;2022;..;..
