"Folkmängden per region efter region, ålder, kön och år"

"region","ålder","kön","2022"
"Göteborg (Lorensberg-Vasastaden övre)","totalt","totalt",3696
"Göteborg (Lunden Danska vägen)","totalt","totalt",3549
"Göteborg (Lunden västra)","totalt","totalt",3690
"Göteborg (Lunden östra-Härlanda)","totalt","totalt",6188
"Göteborg (Långedrag)","totalt","totalt",2069
"Göteborg (Länsmansgården norra)","totalt","totalt",4021
"Göteborg (Länsmansgården södra)","totalt","totalt",1922
"Göteborg (Lövgärdet)","totalt","totalt",8283
"Göteborg (Majorna Gråberget)","totalt","totalt",4255
"Göteborg (Majorna Hängmattan)","totalt","totalt",3546
"Göteborg (Majorna Såggatan)","totalt","totalt",3119
"Göteborg (Masthugget Masthuggsterassen)","totalt","totalt",4605
"Göteborg (Masthugget övre Bangatan)","totalt","totalt",3740
"Göteborg (Masthugget övre Vegagatan)","totalt","totalt",3003
"Göteborg (Nolered Amhult-Arendal)","totalt","totalt",7028
"Göteborg (Nolered norra)","totalt","totalt",3965
"Göteborg (Norra Biskopsgården)","totalt","totalt",5442
"Göteborg (Näset)","totalt","totalt",6122
"Göteborg (Olivedal Järntorget)","totalt","totalt",1843
"Göteborg (Olivedal Kommendantsängen)","totalt","totalt",4319
"Göteborg (Olivedal nordvästra)","totalt","totalt",4942
"Göteborg (Olofshöjd)","totalt","totalt",1782
"Göteborg (Olskroken)","totalt","totalt",5897
"Göteborg (Rambergsstaden mellersta)","totalt","totalt",5878
"Göteborg (Rambergsstaden västra)","totalt","totalt",1838
"Göteborg (Rambergsstaden östra)","totalt","totalt",2881
"Göteborg (Rannebergen norra)","totalt","totalt",2544
"Göteborg (Rannebergen södra)","totalt","totalt",2684
"Göteborg (Redbergslid)","totalt","totalt",2748
"Göteborg (Ruddalen)","totalt","totalt",2535
"Göteborg (Rödbo-Säve)","totalt","totalt",3703
"Göteborg (Sanna)","totalt","totalt",2846
"Göteborg (Skattegården)","totalt","totalt",2710
"Göteborg (Skogome)","totalt","totalt",3046
"Göteborg (Skår)","totalt","totalt",4631
"Göteborg (Skälltorp Bäckebol)","totalt","totalt",5679
"Göteborg (Skälltorp Selma Lagerlöfs torg)","totalt","totalt",2031
"Göteborg (Skälltorp Åketorp)","totalt","totalt",2079
"Göteborg (Slättadamm)","totalt","totalt",4240
"Göteborg (Stampen västra)","totalt","totalt",3232
"Göteborg (Stampen östra)","totalt","totalt",3632
"Göteborg (Stigberget)","totalt","totalt",7702
"Göteborg (Jättesten västra)","totalt","totalt",2390
"Göteborg (Jättesten östra)","totalt","totalt",5030
"Göteborg (Södra Biskopsgården västra)","totalt","totalt",4033
"Göteborg (Södra Biskopsgården östra)","totalt","totalt",4335
"Göteborg (Södra Skärgården)","totalt","totalt",4699
"Göteborg (Tofta)","totalt","totalt",2840
"Göteborg (Torpa)","totalt","totalt",3916
"Göteborg (Tuve Norumshöjd)","totalt","totalt",2327
"Göteborg (Tuve västra)","totalt","totalt",3783
"Göteborg (Tuve östra)","totalt","totalt",4606
"Göteborg (Utby)","totalt","totalt",6354
"Göteborg (Vasastaden västra)","totalt","totalt",5131
"Göteborg (Ängås)","totalt","totalt",4064
"Göteborg (Önnered)","totalt","totalt",3957
"Göteborg (Överås)","totalt","totalt",2485
"Mölndal (Balltorp)","totalt","totalt",3572
"Mölndal (Bifrost)","totalt","totalt",3353
"Mölndal (Bifrost-Pedagogen)","totalt","totalt",1529
"Mölndal (Bosgården)","totalt","totalt",3694
"Mölndal (Eklanda)","totalt","totalt",3621
"Mölndal (Forsåker)","totalt","totalt",1685
"Mölndal (Hällesåker)","totalt","totalt",2041
"Mölndal (Jungfruplatsen-Solängen)","totalt","totalt",2988
"Mölndal (Krokslätt)","totalt","totalt",5503
"Mölndal (Kållered centrum)","totalt","totalt",1908
"Mölndal (Kållered västra)","totalt","totalt",2809
"Mölndal (Kållered östra)","totalt","totalt",3734
"Mölndal (Lackarebäck västra)","totalt","totalt",2791
"Mölndal (Lackarebäck-Kikås)","totalt","totalt",4999
"Mölndal (Lindome centrum)","totalt","totalt",3011
"Mölndal (Lindome västra)","totalt","totalt",4390
"Mölndal (Lindome östra)","totalt","totalt",4565
"Mölndal (Mölndal centrum)","totalt","totalt",1938
"Mölndal (Rävekärr-Kikås)","totalt","totalt",3085
"Mölndal (Toltorp)","totalt","totalt",3014
"Mölndal (Åby)","totalt","totalt",2689
"Mölndal (Åby-Stallbacken)","totalt","totalt",3190
"Kungälv (Kode)","totalt","totalt",1887
"Kungälv (Komarken norra)","totalt","totalt",4609
"Kungälv (Komarken södra)","totalt","totalt",1601
"Kungälv (Kungälv centrala)","totalt","totalt",8434
"Kungälv (Kungälv centrala landsbygden)","totalt","totalt",5296
"Kungälv (Kungälv kust)","totalt","totalt",7571
"Kungälv (Kungälv nordöstra landsbygden)","totalt","totalt",2031
"Kungälv (Kungälv norra)","totalt","totalt",6568
"Kungälv (Romelanda)","totalt","totalt",3332
"Kungälv (Ytterby centrala)","totalt","totalt",3927
"Kungälv (Ytterby krans)","totalt","totalt",3812
"Lysekil (Badhusberget)","totalt","totalt",1381
"Lysekil (Brastad-Bro)","totalt","totalt",4030
"Lysekil (Lyse)","totalt","totalt",1192
"Lysekil (Lysekil)","totalt","totalt",6132
"Lysekil (Skaftö)","totalt","totalt",1435
"Uddevalla (Ammenäs-Forshälla-Backamo)","totalt","totalt",4506
"Uddevalla (Bokenäset-Berg-Sund)","totalt","totalt",3533
"Uddevalla (Hedegärde-Äsperöd-Gräskärr)","totalt","totalt",2982
"Uddevalla (Helenedal-Södra Dalaberg-Bleket)","totalt","totalt",2818
"Uddevalla (Herrestad-Sunningen-Utby)","totalt","totalt",3267
"Uddevalla (Hogstorp-Lanesund-Kissleberg)","totalt","totalt",3977
"Uddevalla (Hälle-Lyckorna)","totalt","totalt",2402
"Uddevalla (Kapelle-Walkesborg-Gustafsberg)","totalt","totalt",3780
"Uddevalla (Kurveröd-Fasseröd)","totalt","totalt",3130
"Uddevalla (Lane Ryr-Stenshult-Östra Forshälla)","totalt","totalt",2804
"Uddevalla (Ljungskile-Ulvesund)","totalt","totalt",2683
"Uddevalla (Norra Dalaberg-Norra Hovhult)","totalt","totalt",3389
"Uddevalla (Skansberget-Norra centrum-Sörvik)","totalt","totalt",2264
"Uddevalla (Skogslyckan-Underås)","totalt","totalt",4063
"Uddevalla (Södra Hovhult-Ramneröd-Elseberg)","totalt","totalt",3054
"Uddevalla (Tureborg-Stenbacken)","totalt","totalt",2344
"Uddevalla (Uddelvalla Söder-Södra centrum)","totalt","totalt",3580
"Uddevalla (Östrabo-Hönseberget-Margretegärde)","totalt","totalt",2706
"Strömstad (Skee-Näsinge-Hogdal)","totalt","totalt",3510
"Strömstad (Strömstad centrum-Erlandseröd)","totalt","totalt",5899
"Strömstad (Tjärnö-Koster-Kebal)","totalt","totalt",3881
"Vänersborg (Bangatan-Marierovägen)","totalt","totalt",2177
"Vänersborg (Blåsut-Öxnered)","totalt","totalt",3463
"Vänersborg (Brålanda tätort)","totalt","totalt",1567
"Vänersborg (Dalsland landsbygd)","totalt","totalt",5502
"Vänersborg (Flanaden-Torpaområdet)","totalt","totalt",3278
"Vänersborg (Fredriksberg)","totalt","totalt",1382
"Vänersborg (Hagaparken-Holmängen)","totalt","totalt",2228
"Vänersborg (Mariedal-Restad)","totalt","totalt",1834
"Vänersborg (Mariero-Kassaretorpet)","totalt","totalt",1528
"Vänersborg (Nabbensberg-Nordvästra Mariedal)","totalt","totalt",1750
"Vänersborg (Nordkroken-Vänersnäs)","totalt","totalt",3117
"Vänersborg (Onsjö)","totalt","totalt",2797
"Vänersborg (Vargön centrum)","totalt","totalt",3037
"Vänersborg (Vänersborg centrum)","totalt","totalt",4524
"Vänersborg (Väneryr-Hol)","totalt","totalt",1720
"Trollhättan (Björndalen-Vårvik)","totalt","totalt",1426
"Trollhättan (Dannebacken-Stavre-Sandhem)","totalt","totalt",7546
"Trollhättan (Halvorstorp)","totalt","totalt",1797
"Trollhättan (Hjulkvarn)","totalt","totalt",1515
"Trollhättan (Innovatum-Norra Skoftebyn-Pettersberg)","totalt","totalt",2470
"Trollhättan (Karlstorp-Hjortmossen)","totalt","totalt",5186
"Trollhättan (Kronogårds Torg-Frälsegården)","totalt","totalt",2480
"Trollhättan (Norra Lextorp-Västra Kronogården-Östra Kronogården)","totalt","totalt",5102
"Trollhättan (Sjuntorpsområdet-Gärdhem-Edsvid)","totalt","totalt",5488
"Trollhättan (Skogshöjden-Överby)","totalt","totalt",2376
"Trollhättan (Strömslund-Torsred-Källstorp)","totalt","totalt",4899
"Trollhättan (Sylte-Hörlycke-Eriksro)","totalt","totalt",3696
"Trollhättan (Södra Lextorp-Alingsåker)","totalt","totalt",2470
"Trollhättan (Södra Skoftebyn)","totalt","totalt",2096
"Trollhättan (Trollhättan centrum-Tingvalla-Västergärdet)","totalt","totalt",7518
"Trollhättan (Trollhättan östra landsbygd)","totalt","totalt",3209
"Alingsås (Alingsås centrum)","totalt","totalt",2081
"Alingsås (Alingsås nordöstra omland)","totalt","totalt",1563
"Alingsås (Alingsås norra omland)","totalt","totalt",2469
"Alingsås (Alingsås västra omland)","totalt","totalt",1130
"Alingsås (Alingsås östra omland)","totalt","totalt",1380
"Alingsås (Bolltorp)","totalt","totalt",1895
"Alingsås (Brogården-Östlyckan)","totalt","totalt",1849
"Alingsås (Brunnsparken-Landskyrkan)","totalt","totalt",1965
"Alingsås (Gråbo-Ängabo)","totalt","totalt",2183
"Alingsås (Hemsjö-Ödenäs)","totalt","totalt",1778
"Alingsås (Ingared)","totalt","totalt",2698
"Alingsås (Kullingsberg-Rothoffskär)","totalt","totalt",2653
"Alingsås (Kvarnbacken-Enehagen)","totalt","totalt",1628
"Alingsås (Lövekulle-Stadsskogen)","totalt","totalt",2132
"Alingsås (Nolby-Sävelund)","totalt","totalt",1280
"Alingsås (Nolhaga-Hagagården)","totalt","totalt",1851
"Alingsås (Noltorp)","totalt","totalt",1367
"Alingsås (Nygård-Stockslycke)","totalt","totalt",2510
"Alingsås (Prästeryd-Gerdsken)","totalt","totalt",1531
"Alingsås (Saxebäcken-Tegelbruket)","totalt","totalt",1268
"Alingsås (Sollebrunn)","totalt","totalt",1546
"Alingsås (Sörhaga-Gustav Adolf)","totalt","totalt",1611
"Alingsås (Västra bodarna-Hästeryd)","totalt","totalt",1831
"Borås (Bergdalen-Norrmalm väst)","totalt","totalt",3167
"Borås (Borgstena Tämta)","totalt","totalt",1401
"Borås (Borås centrum sydöst)","totalt","totalt",5861
"Borås (Bredared)","totalt","totalt",1305
"Borås (Brämhult)","totalt","totalt",3376
"Borås (Byttorp-Parkstaden)","totalt","totalt",2481
"Borås (Dalsjöfors)","totalt","totalt",4063
"Borås (Dammsvedjan)","totalt","totalt",2392
"Borås (Ekås-Hestra)","totalt","totalt",4007
"Borås (Fristad centrum)","totalt","totalt",2444
"Borås (Fristad omland)","totalt","totalt",879
"Borås (Fristad-Asklanda)","totalt","totalt",1748
"Borås (Frufällan-Sparsör väst)","totalt","totalt",1728
"Borås (Gånghester)","totalt","totalt",1735
"Borås (Göta centrum-Kristineberg väst)","totalt","totalt",2922
"Borås (Hedared-Sandhult-Backabo)","totalt","totalt",2212
"Borås (Hulta centrum-Sörmarken)","totalt","totalt",3068
"Borås (Hulta syd-Trandared norr-Brotorp)","totalt","totalt",3993
"Borås (Hässleholmen väst)","totalt","totalt",4077
"Borås (Hässleholmen öst norr)","totalt","totalt",3493
"Borås (Kinnarumma-Fagerhult-Viskafors öst)","totalt","totalt",1101
"Borås (Kristineberg öst-Hedvigsborg)","totalt","totalt",2102
"Borås (Lugnet)","totalt","totalt",2470
"Borås (Målsryd-Aplared-Dannike)","totalt","totalt",3308
"Borås (Norrby)","totalt","totalt",4028
"Borås (Norrmalm norr)","totalt","totalt",3247
"Borås (Regementet)","totalt","totalt",1544
"Borås (Ryda-Alideberg-Knalleland)","totalt","totalt",1990
"Borås (Rydboholm-Viskafors centrum)","totalt","totalt",3131
"Borås (Rångedala)","totalt","totalt",1353
"Borås (Salängen)","totalt","totalt",983
"Borås (Sandared)","totalt","totalt",3541
"Borås (Sjöbo centrum)","totalt","totalt",1928
"Borås (Sjöbo norra)","totalt","totalt",2784
"Borås (Sjöbo-Johannelund)","totalt","totalt",976
"Borås (Sjömarken-Lundaskog)","totalt","totalt",3936
"Borås (Sparsör öst)","totalt","totalt",1041
"Borås (Stadskärnan-Druvefors)","totalt","totalt",4166
"Borås (Svaneholm)","totalt","totalt",1082
"Borås (Svensgärde)","totalt","totalt",1685
"Borås (Södra Öresjö)","totalt","totalt",1948
"Borås (Trandared centrum)","totalt","totalt",2315
"Borås (Viared-Ramnaslätt-Tullen)","totalt","totalt",2661
"Borås (Viskafors västra omland)","totalt","totalt",1537
"Borås (Viskafors östra omland)","totalt","totalt",881
"Borås (Äspered)","totalt","totalt",956
"Borås (Östermalm)","totalt","totalt",1399
"Ulricehamn (Fotåsen-Brunn)","totalt","totalt",1305
"Ulricehamn (Fredriksberg)","totalt","totalt",1677
"Ulricehamn (Gällstad)","totalt","totalt",2610
"Ulricehamn (Hester-Karlslätt-Höghult)","totalt","totalt",3404
"Ulricehamn (Hökerum-Tvärred-Vegby)","totalt","totalt",4967
"Ulricehamn (Hössna-Timmele)","totalt","totalt",3569
"Ulricehamn (Redväg)","totalt","totalt",2143
"Ulricehamn (Ulricehamn centrum )","totalt","totalt",1884
"Ulricehamn (Ulricehamn södra centrum)","totalt","totalt",3549
"Åmål (Åmål centrum västra)","totalt","totalt",2024
"Åmål (Åmål centrum östra)","totalt","totalt",2252
"Åmål (Åmål landsbygd norra)","totalt","totalt",1003
"Åmål (Åmål landsbygd södra)","totalt","totalt",2031
"Åmål (Åmål norra)","totalt","totalt",1522
"Åmål (Åmål sydvästra)","totalt","totalt",1641
"Åmål (Åmål södra)","totalt","totalt",1743
"Mariestad (Ekudden-Västra skogen)","totalt","totalt",2301
"Mariestad (Grangärdet-Muggebo)","totalt","totalt",1426
"Mariestad (Gärdet-Drottninggatan)","totalt","totalt",1754
"Mariestad (Lugnås glesbygd)","totalt","totalt",1551
"Mariestad (Marieholm-Bråten)","totalt","totalt",2538
"Mariestad (Mariestad centrum-Katthavet)","totalt","totalt",1265
"Mariestad (Nyestan-Ladukärr)","totalt","totalt",1564
"Mariestad (Radbyn-Leksberg)","totalt","totalt",1193
"Mariestad (Sjölyckan-Högelid-Krontorp)","totalt","totalt",2090
"Mariestad (Sjötorp-Lyrestad)","totalt","totalt",1536
"Mariestad (Snuggen-Madlyckan)","totalt","totalt",1568
"Mariestad (Torsö-Hasslerör)","totalt","totalt",1859
"Mariestad (Ullervad)","totalt","totalt",903
"Mariestad (Ullervad-Tidavad glesbygd)","totalt","totalt",2002
"Mariestad (Vasavägen-Prebende)","totalt","totalt",1218
"Lidköping (Gamla Staden)","totalt","totalt",6841
"Lidköping (Hovby-Norra Härene-Saleby)","totalt","totalt",2083
"Lidköping (Järpås-Lovene)","totalt","totalt",1344
"Lidköping (Kålland-Kållandsö)","totalt","totalt",3002
"Lidköping (Majåker-Ljunghed-Lidåker)","totalt","totalt",3666
"Lidköping (Margretelund)","totalt","totalt",1836
"Lidköping (Nya Staden)","totalt","totalt",5752
"Lidköping (Råda Mosse-Dalängen-Lilleskog)","totalt","totalt",3773
"Lidköping (Råda-Askeslätt)","totalt","totalt",1780
"Lidköping (Tofta-Stenhammar-Sjölunda)","totalt","totalt",4495
"Lidköping (Vinninga-Filsbäck)","totalt","totalt",2186
"Lidköping (Örslösa-Tun)","totalt","totalt",3699
"Skara (Axvall)","totalt","totalt",1210
"Skara (Skara tätort centrala södra)","totalt","totalt",1384
"Skara (Skara tätort centrala västra)","totalt","totalt",1189
"Skara (Skara tätort centrala östra)","totalt","totalt",1958
"Skara (Skara tätort nordvästra)","totalt","totalt",1658
"Skara (Skara tätort nordöstra)","totalt","totalt",2629
"Skara (Skara tätort sydvästra)","totalt","totalt",1788
"Skara (Skara tätort sydöstra)","totalt","totalt",1137
"Skara (Skara västra omland-Ardala)","totalt","totalt",2105
"Skara (Skara östra omland-Hornborgasjön)","totalt","totalt",1638
"Skara (Varnhem-Eggby-Eggby omland)","totalt","totalt",2059
"Skövde (Billingsluttningen-Kullen)","totalt","totalt",4700
"Skövde (Dälderna-Havstena)","totalt","totalt",4121
"Skövde (Ekängen-Aspö-Ulveket)","totalt","totalt",3755
"Skövde (Frösve Säter-Tidan-Väring)","totalt","totalt",4930
"Skövde (Hentorp-Våmb)","totalt","totalt",3803
"Skövde (Högskolan-Trängen)","totalt","totalt",2143
"Skövde (Igelstorp-Värsås)","totalt","totalt",3968
"Skövde (Källegården)","totalt","totalt",2094
"Skövde (Lunden-Trädgårdsstaden)","totalt","totalt",3275
"Skövde (Mariesjö-Östermalm)","totalt","totalt",3816
"Skövde (Norrmalm-Rosenhaga)","totalt","totalt",2759
"Skövde (Ryd barkvägen-Lövängen)","totalt","totalt",3721
"Skövde (Ryds centrum)","totalt","totalt",2214
"Skövde (Skultorp-Skultorpsbygden)","totalt","totalt",5133
"Skövde (Skövde centrumkärna)","totalt","totalt",1802
"Skövde (Tidan tätort-Tidan omnejd)","totalt","totalt",1129
"Skövde (Timmersdala-Berg)","totalt","totalt",2761
"Skövde (Västra fältet)","totalt","totalt",1339
"Hjo (Hjo landsbygd)","totalt","totalt",2750
"Hjo (Hjo norr)","totalt","totalt",3147
"Hjo (Hjo söder)","totalt","totalt",3346
"Tidaholm (Hökensås)","totalt","totalt",2611
"Tidaholm (Tidaholm centrum)","totalt","totalt",3755
"Tidaholm (Tidaholm västra)","totalt","totalt",3481
"Tidaholm (Tidaholm östra)","totalt","totalt",1162
"Tidaholm (Varv)","totalt","totalt",1830
"Falköping (Broddetorp)","totalt","totalt",827
"Falköping (Falköping norra stad)","totalt","totalt",3800
"Falköping (Falköping södra stad)","totalt","totalt",4969
"Falköping (Falköping västra stad)","totalt","totalt",3955
"Falköping (Falköping östra stad)","totalt","totalt",5318
"Falköping (Floby)","totalt","totalt",2834
"Falköping (Gudhem-Torbjörntorp)","totalt","totalt",1741
"Falköping (Kinnarp-Slutarp-Åsarp)","totalt","totalt",2745
"Falköping (Odensberg)","totalt","totalt",1151
"Falköping (Stenstorp)","totalt","totalt",3487
"Falköping (Vartofta-Kättilstorp)","totalt","totalt",2425
"Kil (Dalliden)","totalt","totalt",2124
"Kil (Fryksta-Vikstad)","totalt","totalt",3970
"Kil (Kils omland)","totalt","totalt",3696
"Kil (Lersätter)","totalt","totalt",2325
"Eda (Charlottenberg omland)","totalt","totalt",1834
"Eda (Charlottenberg tätort)","totalt","totalt",2574
"Eda (Koppom tätort-Koppom omland)","totalt","totalt",1564
"Eda (Köla-Skillingmark)","totalt","totalt",1171
"Eda (Åmotfors tätort)","totalt","totalt",1392
"Torsby (Stöllet-Ambjörby-Likenäs)","totalt","totalt",1522
"Torsby (Sysslebäck-Höljes)","totalt","totalt",1002
"Torsby (Torsby centrala)","totalt","totalt",1456
"Torsby (Torsby norra)","totalt","totalt",2115
"Torsby (Torsby omland)","totalt","totalt",948
"Torsby (Torsby södra)","totalt","totalt",1631
"Torsby (Vitsand)","totalt","totalt",1653
"Torsby (Östmark-Lekvattnet)","totalt","totalt",1084
"Storfors (Storfors centralort)","totalt","totalt",1978
"Storfors (Storfors tätorter-Storfors landsbygd)","totalt","totalt",1904
"Hammarö (Götetorp-Hammar)","totalt","totalt",3684
"Hammarö (Hammarö sydöstra)","totalt","totalt",1363
"Hammarö (Nolgård-Lövnäs)","totalt","totalt",4133
"Hammarö (Skoghall-Gunnarskär)","totalt","totalt",1962
"Hammarö (Skoghall-Mörmon)","totalt","totalt",1741
"Hammarö (Skoghall-Vidöåsen)","totalt","totalt",1813
"Hammarö (Tynäs-Bärstad-Hallersrud)","totalt","totalt",2124
"Munkfors (Munkerud-Munkebol)","totalt","totalt",1939
"Munkfors (Munkfors centrala områden)","totalt","totalt",1090
"Munkfors (Munkfors yttre områden)","totalt","totalt",672
"Forshaga (Deje-Dejefors)","totalt","totalt",2934
"Forshaga (Forshaga omland)","totalt","totalt",1705
"Forshaga (Forshaga-Skived)","totalt","totalt",6939
"Grums (Borgvik-Värmskog-Skruvstad)","totalt","totalt",1771
"Grums (Gamla Slottsbron)","totalt","totalt",1550
"Grums (Karlberg)","totalt","totalt",1068
"Grums (Orrby-Grönberg)","totalt","totalt",2431
"Grums (Segmon-Liljedal)","totalt","totalt",1164
"Grums (Slottsbron)","totalt","totalt",1121
"Årjäng (Trankil-Blomskog-Silbodal-Sillerud)","totalt","totalt",2343
"Årjäng (Töcksfors)","totalt","totalt",1386
"Årjäng (Västra Fågelvik-Töcksmark-Östervallskog-Karlanda)","totalt","totalt",2735
"Årjäng (Årjäng)","totalt","totalt",3450
"Sunne (Borgeby)","totalt","totalt",2010
