Skolenhetskod,Kommunkod,PeOrgNr,Skolenhetsnamn,Status
36851594,1465,2120001512,Landboskolan,Aktiv
75727919,0127,5590247374,Lumiaskolan Botkyrka,Planerad
17892810,0126,5590247374,Lumiaskolan Huddinge,Planerad
10840972,0123,5590247374,Lumiaskolan Järfälla,Planerad
32386382,0191,5590247374,Lumiaskolan Sigtuna,Planerad
92462819,0180,5590247374,Lumiaskolan Stockholm,Planerad
14472068,0180,8020033687,Kristna skolan,Aktiv
99796682,0509,2120000373,Gymnasieutbildningen i Ödeshög,Vilande
58756259,0509,2120000373,"Komvux, SFI",Vilande
55209463,0680,2120000530,Junedal Södra (Jusö),Vilande
91388302,0680,2120000530,Järsnässkolan,Vilande
17675502,0180,2120000142,Midsommarkransens gy 17675502,Aktiv
82964090,0180,2120000142,Norra Real 82964090,Aktiv
87554242,0484,2120000357,Interkulturella enheten,Vilande
56050416,0380,2120003005,Ellen Fries gymnasium,Aktiv
14252298,0581,2120000456,Bråviksskolan 2,Vilande
29428493,1480,2120001355,Gunnaredsskolan sär,Vilande
78328942,1885,2120002015,Rockhammars skola,Vilande
49812793,1885,2120002015,Ramshyttans skola,Vilande
18546991,1880,2120001967,Komvux Örebro / Stöd,Vilande
74122539,1880,2120001967,Komvux Örebro / Vård,Vilande
64959079,1080,5569320699,Galären Trossö,Vilande
44802890,0182,5564586716,Vittra Saltsjö-Boo,Vilande
28778917,0180,5564586716,Vittra Sjöstaden,Vilande
55782927,0980,2120000803,"Kompetenscentrum Gotland, SFI",Vilande
19774057,1883,2120001991,Särvux,Vilande
97069267,0181,2120000159,Särvux,Vilande
65510673,0883,2120000779,Åbyäng grundsärskola,Vilande
92862757,1280,2120001124,Slottsstadens skola,Vilande
62503435,0180,2120000142,JENSEN Education AB/Komvux,Vilande
55512387,0114,2120000019,Breddenskolan,Aktiv
77624936,0114,2120000019,Runby skola,Aktiv
29174442,1766,2120001843,Bäckalunds skola,Vilande
30917018,2031,2120002171,Furudals centralskola,Aktiv
20171551,0127,2120002882,Tallidsskolan träningsskola,Vilande
28714876,1465,2120001512,Hillareds skola,Aktiv
46489893,1480,2120001355,Montessoriskolan Elyseum,Vilande
78471708,0580,2120000449,Vallaskolan,Vilande
33877675,0617,2120000506,Hillerstorpsskolan 7-9,Aktiv
38508908,1415,2120001298,Kopperskolan,Aktiv
89438692,1480,2120001355,Jättestenskolan 2 F-9,Vilande
54143613,1480,2120001355,Sandeklevsskolan 1,Vilande
87844550,1480,2120001355,Nygårdsskolan F-3,Vilande
45715396,1480,2120001355,Kalvhagskolan,Vilande
79877841,2401,7696042188,Hörnsjö friskola,Vilande
36890578,1780,2120001850,Central Insamlingsenhet BUF,Aktiv
39583059,1780,2120001850,Nobelgymnasiet,Vilande
96684210,1780,2120001850,Sundstagymnasiet,Vilande
11673760,1780,2120001850,Tingvallagymnasiet,Vilande
46574937,1780,2120001850,Älvkullegymnasiet,Vilande
26737694,1383,2120001249,Skällinge skola F-3 och fritidshem,Aktiv
38721951,0763,2120000621,Trojaskolan,Aktiv
49607790,0687,2520030210,Märtagårdens fritidshem,Vilande
86724994,1494,2120001694,"De la Gardiegymnasiet, enhet 2",Aktiv
42733282,1415,2120001298,"Vuxenutbildningen, särvux",Vilande
54644442,1415,2120001298,"Vuxenutbildningsenheten, SFI",Vilande
64016137,1080,2120000829,Enskild verksamhet,Vilande
50615280,1263,5566814504,Sveriges Ridgymnasium Svedala,Aktiv
42788787,0186,2120000191,Central Insamlingsenhet,Vilande
71043974,0186,2120000191,Hersby gymnasium,Aktiv
40542956,2303,2120002452,Kullstaskolan,Aktiv
56183028,1480,2120001355,SU- grupper/Sjukhusskolan ,Aktiv
70781845,0583,2120002817,Central Insamlingsenhet Enskild verksamhet,Vilande
77783166,1490,5591265219,Way to Work Education i Sverige AB,Vilande
30299238,0163,5591298848,My Education Center i Sverige AB,Vilande
24142437,1466,2120001520,Altorpskolan,Vilande
71154816,2281,2120002411,Central Insamlingsenhet Enskild verksamhet,Vilande
19831181,0682,2120000548,Rosenholmsskolan Fritids,Vilande
78837479,1470,7696203665,Solgårdens fritidshem,Aktiv
80594830,2521,2120002718,Junosuando Centralskola,Vilande
87744149,0680,2120000530,Ro integrerade särskoleelever,Vilande
59334168,0480,2120002940,Central Insamlingsenhet Enskild verksamhet,Vilande
15585247,0480,2120002940,Central Insamlingsenhet Kommunal verksamhet,Vilande
21713769,2580,2120002742,Råneskolan 0-3,Vilande
67558379,2580,2120002742,Råneskolan 4-9,Vilande
37297559,1283,2120001157,Resursskolan Maria Park,Vilande
83960816,2085,2120002270,Marnässkolan,Vilande
53832505,0581,2120000456,Ebersteinska gymnasiet  4,Aktiv
37358234,0880,5565789129,Plusgymnasiet Kalmar,Vilande
65765981,1292,2120000977,Möllebackens fritidshem,Vilande
30458073,1080,5565583282,"Mikael Elias Gymnasium, Karlskrona",Vilande
27344011,0182,2120000167,Neglinge skola,Aktiv
83085136,1283,5565974671,"Rid- & Djursjukvårdsgymnasiet, Helsingborg",Aktiv
90257656,0884,2520038536,Källbackens Fritidshem,Aktiv
69807202,1281,5566023684,Consensum Gymnasium Lund,Aktiv
45104329,0186,2120000191,Torsviks skola,Aktiv
65666808,0180,2120000142,S:t Eriks gymnasium 65666808,Aktiv
89963319,0180,2120000142,"RGRH Stockholm, Riksgymnasium  för rörelsehindrade elever 89963319",Aktiv
99257809,2462,2120002601,Grundsärskola 7-9,Vilande
87759640,1439,5568559917,Stigens Friskola AB,Aktiv
78388054,1780,2120001850,Central Insamlingsenhet KCSU,Vilande
24455902,2321,2120002494,Central Insamlingsenhet Kommunal verksamhet,Vilande
31656756,0380,2120003005,Utbildnings- och jobbcenter 1,Aktiv
36013016,1263,2120001074,Kyrkskolan F-3,Aktiv
46967539,1263,2120001074,Roslättsskolan F-3,Aktiv
24839964,0183,8020131614,Långholmens Folkhögskola SFI,Vilande
88650954,2321,2120002494,Duveds skola F-6,Vilande
27888597,1276,2120000928,Central Insamlingsenhet,Vilande
32872856,1276,2120000928,Central Insamlingsenhet Enskild verksamhet,Vilande
93569920,1266,5565863007,Pilevallens skola,Vilande
34605264,1463,2120001504,Sätilaskolan F-6,Aktiv
59594715,1881,2120001975,Hardemo skola,Aktiv
61336347,1881,2120001975,Stene skola,Aktiv
71259819,1480,5567716583,Vetenskapsskolan,Vilande
67272911,1480,5567716583,Vetenskapsskolan F-3,Vilande
39343963,1452,2120001462,Central Insamlingsenhet,Vilande
85080928,2184,5590485644,MTH Utbildning,Vilande
92819736,1280,2120001124,Neptuniskolan,Aktiv
27560810,2080,5565943031,Attendo Backafors Resursskola,Vilande
42175354,0183,5592050529,Vux Academy AB,Vilande
43827700,1230,2120001017,Gymnasieutb. i Staffanstorp,Vilande
12846714,1480,2120001355,Svartedalsskolan A,Vilande
16446092,0484,2120000357,"Komvux , lärvux",Aktiv
50443348,0484,2120000357,Komvux,Aktiv
39433335,0484,2120000357,"Komvux, SFI",Aktiv
65265211,1485,2120001397,"Uddevalla gymnasieskola, Margretegärde GLU",Vilande
18768922,2182,2220003111,Staffangymnasiet RO8,Vilande
42218661,2183,2220003111,Torsbergsgymnasiet RO3,Vilande
29751275,0780,2120000662,Fagrabäckskolan,Aktiv
65161034,0780,2120000662,Ringsbergskolan,Aktiv
88283463,0834,8324016453,Mjölnergymnasiet SFI,Vilande
92759152,0834,8324016453,Mjölnergymnasiet särvux,Vilande
15097787,0980,2120000803,Lövsta Särskola,Vilande
23003380,0885,8324016453,"Ölands gymnasium, SFI",Vilande
81999176,0885,8324016453,"Ölands gymnasium, särvux",Vilande
73051889,1980,2120002080,Folkuniversitetet Västerås SFI,Vilande
37677921,1445,2120002916,Nossebro Lärcenter,Vilande
51528128,0188,2120000217,Central Insamlingsenhet,Vilande
98531789,0188,2120000217,Rånäs skola,Aktiv
80555928,1494,2120001694,"Campus Västra Skaraborg, Lidköping SFI",Aktiv
15561397,1263,2120001074,Aggarpsskolan 7-9,Vilande
75082798,0381,2120000282,Westerlundska gymnasiet,Aktiv
61004230,1489,2120001553,Alströmergymnasiet sektor 4,Aktiv
21336983,0115,2120000027,Ormstaskolan,Vilande
75875503,1280,2120001124,Lindängeskolan,Aktiv
93599910,1280,2120001124,Rönnenskolan,Aktiv
10715898,0117,5565895777,Akers Friskola,Aktiv
22091017,2380,2120002528,Kastalskolan,Aktiv
42641767,2380,2120002528,Lugnviksskolan,Aktiv
93239262,0581,2120000456,Hagagymnasiet skolenhet röd,Aktiv
10917843,0682,2120000548,Handskerydsskolan,Aktiv
17500572,0682,2120000548,Handskerydsskolan F,Vilande
47364089,0682,2120000548,Parkskolan 4-6,Vilande
59728614,2184,7696032346,Västanängens förskola - fritidshem,Vilande
24936340,0382,2120000290,Snesslinge skola,Vilande
46617602,0483,2120000340,Valla skola,Aktiv
27974569,0126,2120000068,SVOK Flemingsberg,Aktiv
30988978,1470,2321000131,Vara Folkhögskola,Vilande
63684767,0581,2120000456,Ektorpsringens skola 4-6,Vilande
54946505,0680,2120000530,Mottagningsskola gymn,Vilande
79687966,0680,2120000530,Mottagningsskola grundskola,Vilande
17803296,1383,2120001249,Rolfstorps skola F-3 och fritidshem,Aktiv
56041144,1083,2220001222,Furulundsskolan 3,Vilande
30454178,2084,2120002262,Åvestadalskolan,Aktiv
71203301,1280,2120001124,Velanderskolan,Vilande
64685315,2582,2120002767,Björknäsgymnasiet Sektor 5,Vilande
12798949,0382,2120000290,Komvux,Aktiv
42283307,0382,2120000290,SFI,Aktiv
44273650,0382,2120000290,Särvux,Aktiv
27479345,0765,2120000647,Ryfors skola,Aktiv
44031601,0136,2120000084,Höglundaskolan,Aktiv
62530680,0180,5564891447,Magelungens Gymnasium Gotlandsgatan,Vilande
11532790,0180,5566531421,Elma School,Vilande
11311971,1381,2120001223,Osbecksgymnasiet,Vilande
42877521,0484,2120000357,Djurgårdsskolan F-3,Vilande
30701609,0583,2120002817,Bråstorpskolan,Aktiv
71377289,0180,5565680112,Kista Enskilda Gymnasium,Vilande
38975788,0136,2120000084,Tungelsta skola,Aktiv
90537318,0136,2120000084,Vikingaskolan,Aktiv
23234894,2480,8152000728,Dalkarlså folkhögskola,Vilande
84776762,1883,2120001991,Sandviksskolan,Aktiv
97284851,1261,2120001058,Kävlinge Lärcentrum SFI,Aktiv
88192227,1261,2120001058,"Kävlinge Lärcentrum, Gymnasieskola",Aktiv
60231511,1261,2120001058,"Kävlinge Lärcentrum, Komvux",Aktiv
14278480,0581,2120000456,Kungsgårdsgymnasiet 3,Aktiv
56535589,2480,7696072862,Bilaal fritidshem,Vilande
62880951,0182,5592275316,Amadeo Utbildning,Vilande
23470743,2480,8940028478,Mariaskolan,Aktiv
70969556,1381,2120001223,Osbecksgymnasiet RO2,Vilande
88050820,1480,2120001355,Lernia/SFI,Vilande
58663719,1885,2120002015,Fröviskolan,Vilande
84978846,1480,2120001355,Bräckegymnasiet 4,Aktiv
50678099,0188,5568027378,Roslagen Education AB,Vilande
11703307,1082,2120000845,Prästslättsskolan,Aktiv
62326512,0780,5562496629,VFG Utbildning AB,Vilande
31688123,1230,2120001017,Kometskolan Introduktionsprogram,Aktiv
20722895,1230,2120001017,Uppåkraskolan,Aktiv
39195556,1487,2120001538,Tärnan 4-6,Aktiv
58654483,1487,2120001538,Torpaskolan Norr,Aktiv
56363473,1280,2120001124,Gottorpskolan,Aktiv
93499143,0685,2120000571,Vetlanda Lärcentrum SFI,Aktiv
71440408,0765,2120000647,Paradisskolan,Aktiv
36154153,0834,2120000696,Torskolan LM,Aktiv
80093683,0125,7696140388,Solbackens förskoleklass och fritidshem,Vilande
66314916,0180,5592426414,MC2 Academy AB,Vilande
74812809,0180,2120000142,Kungsh gy/Sthlms Musikgy 74812809,Aktiv
32891953,1491,2120001579,Stenbocksskolan grundsärskola,Vilande
47930439,1491,2120001579,Ulrikaskolan grundsärskola,Vilande
78971633,0180,5568854441,Gnosiaskolan,Vilande
14010550,1280,5567831929,Små Rosorna förskoleklass,Vilande
21395257,1471,7696081319,Broholmskolan Götene,Vilande
31356056,1482,8533006899,Tobiasskolan,Vilande
25160697,1280,5565042255,Snitz Gymnasium Malmö,Vilande
63993414,2480,5566199260,Umeå Internationella Gymnasium,Vilande
68242896,1267,7420002045,Linnéaskolan,Vilande
45600034,0380,2120003005,Linnégymnasiet,Vilande
34672151,0380,2120003005,Uven gymnasiet,Vilande
12377376,0180,5564891447,Magelungens grundskola Svedmyra,Vilande
86248948,1496,5590981055,Nya Skolan Skövde,Planerad
53398338,0180,5565697082,Thea Privata Grundskola Södermalm,Vilande
29032715,1082,2120000845,Vägga gymnasieskola 4,Aktiv
23849498,0123,2120000043,Järfälla Vägledningsc. IMIND,Vilande
40195537,1480,2120001355,SVEAS/SFI,Vilande
34742706,0163,5564470978,Kokaliteskolan,Vilande
82828044,1292,2120000977,Errarps skola,Vilande
46282895,0180,5562869320,Profilgymnasiet,Vilande
74358019,0182,5564624368,Internationella Engelska Skolan Nacka,Aktiv
61128264,2380,5564624368,Internationella Engelska Skolan Östersund,Aktiv
77713695,2480,2120002627,Umeå Elitidrottsgymnasium,Aktiv
15418724,1480,5564586716,Vittra Gamlestaden,Vilande
60569543,1481,5566358759,JENSEN grundskola Mölndal,Vilande
71181921,0126,5560354309,Länna skola,Vilande
77056732,0180,8020136951,S:ta Birgittas Folkhögskola,Vilande
49677054,1380,5590966460,Vänskapsskolan i Halmstad,Vilande
32960825,2582,2120002767,Björknäsgymnasiet Enhet 1,Aktiv
41416934,2582,2120002767,Björknäsgymnasiet Enhet 3,Aktiv
35649580,1498,2120001736,Kompetenscentrum,Aktiv
56429514,1452,8024978473,Uddeboskolan,Vilande
88770449,1498,2120001736,Rudbecksgymnasiet 3,Vilande
78730011,1861,2220001180,Alléskolan 6,Aktiv
15534344,0562,2120000423,Viggestorpsskolan,Aktiv
69312919,0687,2120000597,Junkaremålsskolan F-6,Aktiv
63471148,1231,2120001025,Dalslundskolan F-3,Aktiv
28305590,1214,2120000993,Central Insamlingsenhet,Vilande
56521117,0381,2120000282,Bergvretenskolan,Aktiv
85782695,0180,5566064209,Distra Gymnasium,Aktiv
80378022,0127,5564944063,Botkyrka Friskola F-9,Aktiv
77403120,2584,2120002783,Språkcentrum,Vilande
69708298,0381,2120000282,Grillbyskolan,Aktiv
22410547,0381,2120000282,Lillkyrkaskolan,Aktiv
70152961,0381,2120000282,Munksundsskolan,Aktiv
71520788,0781,2120000670,Torpa fritidshem,Vilande
43362307,2121,2120002304,Celsiusskolan 7-9,Aktiv
63488719,2121,2120002304,Celsiusskolan F-6,Aktiv
28267726,1281,5566981766,Lunds Dans- o Musikalgymnasium,Aktiv
39130316,2121,2120002304,Rotebergs skola,Aktiv
10433896,1980,8020170794,Grillska Gymnasiet Västerås,Aktiv
24501884,0780,2620000071,Ingelstadgymnasiet,Aktiv
52634142,0580,2321000040,Vreta utbildningscentrum,Aktiv
51635322,0580,2321000040,Vreta utbildningscentrum komvux,Aktiv
92406445,0128,2120002874,Säbyskolan,Aktiv
28306495,0305,5567275663,Läraskolan,Aktiv
98908403,0128,2120002874,Rönninge gymnasium,Aktiv
73171934,2183,2220003111,Torsbergsgymnasiet RO4,Aktiv
90664546,1270,2120000886,Lindesborgsskolan,Aktiv
32231541,0160,5565998860,Täby Friskola-Enhagen,Aktiv
53006386,1764,2120001827,Skruvstads skola,Vilande
91213471,0186,2120000191,Klockargårdens skola,Aktiv
65153737,0360,2120000266,Ol Andersskolan,Aktiv
28944273,0763,2120000621,Urshultsskolan,Aktiv
60164702,0160,5568884257,Flottiljen Dibber,Vilande
22891571,1446,2120001629,Strandskolan,Aktiv
75149624,0330,2120003013,Högåsskolan,Aktiv
35654532,0330,2120003013,Vuxenutbildningen,Aktiv
18116804,0780,2120000662,Pär Lagerkvistskolan 7-9,Aktiv
85236752,0780,2120000662,Nöbbele skola,Aktiv
92651253,2085,2220000802,VBU Malmen,Aktiv
55603851,1466,2120001520,Eggvena skola,Aktiv
48603324,1466,2120001520,Horsbyskolan F-3,Aktiv
92471460,1291,2120000969,Borrby skola,Aktiv
14576123,1466,2120001520,Hudene skola,Aktiv
85185429,0780,2120000662,Öjaby skola,Aktiv
67006679,0780,2120000662,Ör skola,Aktiv
60131588,0186,2120000191,Sticklinge skola,Aktiv
40364194,0642,2120001603,Gunnarsbo ABC,Aktiv
87109819,1489,8640009794,Montessoriskolan Globen,Aktiv
32879845,1278,8024778402,Apelrydsskolan i Båstad,Aktiv
20137688,0186,2120000191,Käppala skola,Aktiv
40995060,0642,2120001603,Kronängskolan,Aktiv
99622695,1485,2120001397,"Uddevalla gymnasieskola, Östrabo Y ES",Vilande
32866578,2284,5567091391,Broskolan Ö-viks Kristna skola,Aktiv
80493898,2313,2120002486,Jormvattnets skola,Aktiv
76970830,2313,2120002486,Frostviksskolan,Aktiv
29371242,0180,5568834765,Campus Manilla,Aktiv
22058882,0767,2120000654,Traryds skola,Aktiv
48120273,0180,5568834765,Campus Manilla Gymnasium,Aktiv
74986765,2104,2120002296,Solbergaskolan,Aktiv
53691739,1290,5565970471,NTI Gymnasiet Kristianstad,Aktiv
77835341,0883,2120000779,Västerviks gymnasium Ro 2,Vilande
59898194,0180,5566358759,JENSEN Gymnasium Internationella,Vilande
47264019,1380,5564851649,LBS Kreativa Gymnasiet Halmstad,Aktiv
21400668,1488,5564851649,LBS Kreativa Gymnasiet Trollhättan,Aktiv
11876466,2321,2120002494,Stamgärde skola GRS,Vilande
70304200,1489,2120001553,Särsk. Noltorpskolan,Vilande
97207389,1419,2120001306,Kållekärr skola,Aktiv
36255401,1780,5566740113,Raul Wallenbergskolan Karlstad,Vilande
53416468,1291,2120000969,Simrislundsskolan,Aktiv
32705515,0781,5566214069,RyssbyGymnasiet,Aktiv
88988946,1276,8376008812,Krika Bygdeskola,Aktiv
36175549,1983,2120002114,Nyckelbergsskolan,Aktiv
35890890,0180,5565672812,Västerholms friskola,Aktiv
77747055,1282,2120001140,Sandåkerskolan,Aktiv
45045293,1480,5591760342,Katolska skolan av Notre Dame,Aktiv
78397312,1480,5565408381,Donnergymnasiet,Aktiv
13960635,0780,2120000662,Kungsmadskolan 7,Vilande
97868185,0580,5564631983,"Mediateknikerutbildningen, MTU",Aktiv
47290443,0163,5564524220,Rälsen AB i Viby,Aktiv
58881130,1080,5568823859,Strömsbergs Friskola,Aktiv
76470241,1481,2120001363,Krokslättsgymnasiet Skolenhet 1,Aktiv
59958745,1291,8388005517,Sophiaskolan,Aktiv
75795368,0581,2120000456,Söderporten,Vilande
78103351,2514,2120002692,Komvux,Aktiv
85101052,2514,2120002692,SFI,Aktiv
10443922,0484,5568148117,Entréskolan Eskilstuna,Aktiv
29585776,1485,5564491602,Vassbo skola,Aktiv
21778322,0780,5565847836,Växjö Fria Gymnasium,Aktiv
70376604,2581,2120002759,Strömbacka Frigg,Vilande
79957690,1485,2120001397,Norgårdens Grundsärskola,Vilande
27761276,1485,2120001397,Stråkets förskoleklass,Vilande
56529916,0680,2120000530,Bäckadalsgymn RO 4,Aktiv
41119610,2181,5563048791,Göranssonska skolan,Aktiv
60881275,0680,2120000530,Erik Dahlbergsgymnasiet RO 5,Aktiv
72232853,0680,2120000530,Per Brahegymnasiet RO 3,Aktiv
20855811,0114,2120000019,Väsby Nya Gymnasium,Aktiv
25315338,0114,2120000019,Väsby Vuxenutbildning SFI,Aktiv
17059719,2463,2120002791,"Åsele Centralskola, SFI",Aktiv
86831724,0182,2120000167,Igelboda skola,Aktiv
22472689,0182,2120000167,Jarlabergs skola,Aktiv
21346638,0182,2120000167,Järla skola,Aktiv
64736967,0180,5565977609,Västbergaskolan,Aktiv
14040970,0182,2120000167,Stavsborgsskolan,Aktiv
86937935,0182,2120000167,Sågtorpsskolan,Aktiv
82047013,0182,2120000167,Älta skola,Aktiv
79012683,0126,2120000068,Annerstaskolan,Aktiv
13654969,0126,2120000068,Balingsnässkolan,Aktiv
14876727,0880,2120000746,Kunskapsnavet Kalmar kommun,Aktiv
83756242,1765,2120001835,Smolmark skola,Vilande
62855448,0182,5567841977,Nacka Enskilda Gymnasium,Aktiv
40684137,1884,2120002007,Karlsängskolan,Aktiv
46194530,2421,2120002577,Parkskolan,Aktiv
55055777,2582,2120002767,Fagernäs skola,Aktiv
57649922,2582,2120002767,Komvux,Aktiv
98704682,2582,2120002767,Svartbjörnsbyns skola,Aktiv
29649408,2582,2120002767,Älvskolan,Aktiv
21917957,1482,8533007004,Strandskolan Montessoriföreningen i Kungälv,Aktiv
22451343,1962,2120002072,Källskolan,Aktiv
68358072,1402,8572054610,Casa Montessori,Aktiv
47623650,0138,2120000092,Tyresö kommun särvux,Aktiv
95659810,0138,2120000092,"Tyresö kommun, SFI",Aktiv
12302785,1261,2120001058,Modersmål,Aktiv
75172236,1463,2120001504,Fotskälskolan,Aktiv
12813506,1463,2120001504,Ubbhultskolan,Aktiv
30361243,1280,2120001124,Malmö Borgarskola Ro 1,Aktiv
70200717,1280,2120001124,Valdemarsro gymnasium,Aktiv
93236176,1280,2120001124,"Valdemarsro gymnasium, gysär",Aktiv
56594923,1885,7696101893,Pilkrogs friskola,Aktiv
40078624,0331,2120002049,Harbo skola F-6,Aktiv
86212202,0331,2120002049,CLL/Gymnasieutbildningen,Vilande
40252965,0513,2120000399,"Kinda Lärcentrum, SFI",Vilande
94660328,0513,2120000399,Kinda lärcentrum,Vilande
87606101,2284,2120002445,Geneskolan,Aktiv
78614431,1384,5591483150,Visible Care Sweden,Vilande
84599718,1492,2120001587,Fengersfors fritidshem,Aktiv
45295878,1082,8024419700,Åryds Friskola,Aktiv
39555838,2510,2220000760,Lapplands Gymnasium Jokkmokk,Aktiv
37132239,2182,2220003111,"Särvux, komvux, RO15",Aktiv
14609593,2482,2120002643,Modersmålslärare,Aktiv
66002503,2482,2120002643,Bergsbyskolan,Aktiv
81577420,2183,2120002361,Vallsta skola F-6,Aktiv
71084877,1880,2021005745,Åsbackaskolan,Aktiv
71798007,2482,2120002643,Central grundsärskola Sjungande dalen,Vilande
46982235,2482,2120002643,Sjungande Dalens skola,Vilande
26619765,2583,2120002775,Karungi skola,Aktiv
31409065,2583,2120002775,Nikkala skola,Aktiv
68499692,2583,2120002775,Seskarö skola,Aktiv
86463947,2081,2120002239,Idkerbergets skola,Vilande
35298945,2523,2220000760,Välkommaskolan Gysär,Vilande
17178244,1480,2120001355,ABF/Komvux,Aktiv
76346579,1452,7164478328,Skogsduvan Mossebo,Aktiv
75091646,1276,2120000928,Ljungbyhedsskolan,Aktiv
15197976,1480,2120001355,Prövningar/Vuxenutb.förvalt.,Aktiv
91119087,1480,2120001355,SVEAS/Komvux,Vilande
49898792,1480,2120001355,Lernia/Vux,Vilande
52988991,1440,2120001439,Madenskolan,Vilande
48056871,0512,2120000381,Hestraskolan,Aktiv
61969375,0512,2120000381,Ydreskolan 1,Aktiv
92009678,0382,2120000290,Gräsö skola,Vilande
74486554,2583,2120002775,Marielund- Språkskolan,Aktiv
51961800,1737,7696168751,Transtrands friskola,Vilande
61199979,1280,2120001124,Strandskolan,Vilande
