Skolenhetskod;Skolenhetsnamn;Huvudman_Namn
98070480;Hägerstenshamnens skola;STOCKHOLMS KOMMUN
92416778;Hjorthagens skola;STOCKHOLMS KOMMUN
20561651;Herrängens skola;STOCKHOLMS KOMMUN
90561266;Hedvig Eleonora skola;STOCKHOLMS KOMMUN
68602166;Hammarbyskolan Södra;STOCKHOLMS KOMMUN
47273038;Klastorpsskolan;STOCKHOLMS KOMMUN
24754913;Knutbyskolan;STOCKHOLMS KOMMUN
80612612;Kristinebergsskolan;STOCKHOLMS KOMMUN
12187987;Katarina Södra skola;STOCKHOLMS KOMMUN
76557608;Lindeskolan;STOCKHOLMS KOMMUN
41764666;Långbrodalsskolan;STOCKHOLMS KOMMUN
37416253;Rinkebyskolan;STOCKHOLMS KOMMUN
29705473;Snösätraskolan;STOCKHOLMS KOMMUN
91816093;Sturebyskolan;STOCKHOLMS KOMMUN
45436515;Sofia skola;STOCKHOLMS KOMMUN
36031993;Vällingbyskolan;STOCKHOLMS KOMMUN
18064456;Söderholmsskolan;STOCKHOLMS KOMMUN
21724208;Sätraskolan;STOCKHOLMS KOMMUN
44046131;Sundbyskolan;STOCKHOLMS KOMMUN
11193969;Karlslundsskolan;VALLENTUNA KOMMUN
42652939;Clavis, resursklass;VALLENTUNA KOMMUN
49736127;Aspeds skola;TORSBY KOMMUN
54962744;Forsviks friskola;FORSVIKS FRISKOLA
65647489;Rönnäng skola;TJÖRNS KOMMUN
66860454;Grankullenskolan;HAPARANDA KOMMUN
38190280;Vålbergsskolan sär;KARLSTADS KOMMUN
98398649;Norsjöskolan fritidshem;NORSJÖ KOMMUN
17240817;Centralskolan;TIERPS KOMMUN
61728212;Eldsbergaskolan F-6;HALMSTADS KOMMUN
17979485;Tulinkisuando Friskola;TULINKISUANDO FRISKOLEFÖRENING
79579455;Kärlekens skola 4-6;HALMSTADS KOMMUN
28451136;Getingeskolan 4-6;HALMSTADS KOMMUN
42990016;Sofiebergsskolan 1-3;HALMSTADS KOMMUN
83383844;Trönningeskolan F-3;HALMSTADS KOMMUN
90287874;Åledsskolan F-6;HALMSTADS KOMMUN
12301490;Blekeskolan;YSTAD KOMMUN
15399530;Östra skolan;YSTAD KOMMUN
74258186;Vuxenutbildningen SFI;KILS KOMMUN
72002631;Vuxenutbildningen i Kil;KILS KOMMUN
28202331;Emiliaskolan Hybo;LJUSDALS KOMMUN
22383788;Etec Teknikutbildning AB;Etec Teknikutbildning AB
54286540;Kunskapens grundsärskola;JÖNKÖPINGS KOMMUN
41634090;Haganässkolan vuxenutbildning;ÄLMHULTS KOMMUN
29959232;Gemöskolan;ÄLMHULTS KOMMUN
43289789;Klöxhultsskolan 1;ÄLMHULTS KOMMUN
77681909;Platengymnasiet IM;MOTALA KOMMUN
15644006;Carlsund utbildningscentrum IM;MOTALA KOMMUN
87345996;Dansäterskolan;MOTALA KOMMUN
61043089;Ekensbergsskolan;SOLNA KOMMUN
26808959;Parkskolan;SOLNA KOMMUN
48016240;Ekeby skola;KUMLA KOMMUN
40248457;Montessori Mondial Lund;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
92689250;Montessori Mondial Mälarhöjden;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
30313010;Noblaskolan Hagaberg;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
32965692;Noblaskolan Saltsjö-Boo;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
72004455;Eklundaskolan;ÖREBRO KOMMUN
40616699;Sveaskolan;ÖREBRO KOMMUN
68276614;Svealundsskolan;ÖREBRO KOMMUN
83080489;Lindholmens GS;GÖTEBORGS KOMMUN
91478173;Skärholmens gymnasium 91478173;STOCKHOLMS KOMMUN
57446690;Gymn.utb. Töreboda Kanalskola;TÖREBODA KOMMUN
26520956;Laestadiusskolan;PAJALA KOMMUN
93081338;Hagaskolan;DALS-EDS KOMMUN
99338559;Komvux SFI, S:t Olofsskolan 3;NORRKÖPINGS KOMMUN
21974611;Lärvux;SALA KOMMUN
90146894;Vuxenutbildning Grundvux;NORDMALINGS KOMMUN
61374247;Karl Johansskolan F-6;GÖTEBORGS KOMMUN
81643358;Kilsmo skola;ÖREBRO KOMMUN
40633078;Central Insamlingsenhet;ÖSTHAMMARS KOMMUN
33685428;Apelrydsskolan;STIFTELSEN APELRYDSSKOLAN
53952728;Internationella Engelska Skolan Gävle;Internationella Engelska Skolan i Sverige AB
82402144;Internationella Engelska Skolan Helsingborg;Internationella Engelska Skolan i Sverige AB
72624886;Internationella Engelska Skolan Liljeholmen;Internationella Engelska Skolan i Sverige AB
48358091;Resurscentrum, centralt ro;STRÖMSTADS KOMMUN
25659646;Villanskolan SO 3;ÄNGELHOLMS KOMMUN
89093340;Österöd;GÖTEBORGS KOMMUN
74776778;Alströmergymnasiet sektor 1;ALINGSÅS KOMMUN
65677699;Central Insamlingsenhet Enskild verksamhet;VIMMERBY KOMMUN
46543477;Örnsköldsvik modersmål;ÖRNSKÖLDSVIKS KOMMUN
15339442;Runbackaskolan;SOLLENTUNA KOMMUN
12395564;Lapplands Gymnasium Kiruna enhet 4;LAPPLANDS KOMMUNALFÖRBUND
53630885;Lapplands Gymnasium Kiruna enh. 1;LAPPLANDS KOMMUNALFÖRBUND
73255276;S:t Eskils gymnasium 2;ESKILSTUNA KOMMUN
81680693;HagaLyckebyskolan;HANINGE KOMMUN
21676414;Kommunal vuxenutbildning;HJO KOMMUN
80376589;Dackeskolan MG3;MJÖLBY KOMMUN
67752682;Dackeskolan MG4;MJÖLBY KOMMUN
95454726;Lackarebäcksskolans grundsärskola;MÖLNDALS KOMMUN
55399558;Medåkers skola;ARBOGA KOMMUN
21627442;Grillska Gymnasiet Kungsholmen;STADSMISSIONENS SKOLSTIFTELSE
21812239;Central Insamlingsenhet;KUMLA KOMMUN
95823345;Central Insamlingsenhet;GAGNEFS KOMMUN
30117712;Hvilan Gymnasium Halmstad;Hvilan Utbildning AB
51805560;Hvilan Gymnasium Malmö;Hvilan Utbildning AB
33233228;Carlgrenska Waldorfgymnasiet;STOCKHOLMS FRIA WALDORFGYMNASIUM
88896883;Academedia/Eductus, komvux;GÖTEBORGS KOMMUN
20984584;Lärlingscenter Norra Sorgenfri gymnasium;MALMÖ KOMMUN
35675609;Central Insamlingsenhet Enskild verksamhet;LJUNGBY KOMMUN
28279407;Central Insamlingsenhet Enskild verksamhet;HJO KOMMUN
97713237;Särvux;HJO KOMMUN
11533776;Uddevalla gymnasieskola, Sinclair ES;UDDEVALLA KOMMUN
28829503;Uddevalla gymnasieskola, Östrabo 1 TE;UDDEVALLA KOMMUN
33205596;Uddevalla gymnasieskola, Östrabo Y EE;UDDEVALLA KOMMUN
45132264;Uddevalla gymnasieskola, Östrabo Y HV;UDDEVALLA KOMMUN
47393891;Uddevalla gymnasieskola, Agneberg SA;UDDEVALLA KOMMUN
71938440;Uddevalla gymnasieskola, Östrabo 1 IN;UDDEVALLA KOMMUN
95024660;Uddevalla gymnasieskola, Agneberg EK;UDDEVALLA KOMMUN
97191332;Uddevalla gymnasieskola, Östrabo 1 VO;UDDEVALLA KOMMUN
98651664;Uddevalla gymnasieskola,Östrabo 1 NA;UDDEVALLA KOMMUN
40667807;Furuhedsskolan 1;KALIX KOMMUN
78198081;Glädjens Förskola och Fritidshem;Brunnstorp AB
26172429;International School of the Stockholm Region;STOCKHOLMS KOMMUN
46674892;Lärvux ;TORSÅS KOMMUN
13797736;Central insamlingsenhet;LESSEBO KOMMUN
51355844;Särskild utbildning för vuxna SFI;MALMÖ KOMMUN
44586971;Sannarpsgymnasiet 6;HALMSTADS KOMMUN
88069276;Gymnasiesärskola;AVESTA KOMMUN
14039048;Komvux Malmö ro 5 Värnhem grundläggande;MALMÖ KOMMUN
41141248;Sturegymnasiet 5;HALMSTADS KOMMUN
34826106;Södra Utmarkens skola SO 2;ÄNGELHOLMS KOMMUN
10138956;Alpha CE SFI;MALMÖ KOMMUN
51023367;Bruksgymnasiet/Gimo utb.centr.;ÖSTHAMMARS KOMMUN
98029852;Frösåkersskolan;ÖSTHAMMARS KOMMUN
86721450;Hermods AB SFI;MALMÖ KOMMUN
46332927;Naturbruksskolan Uddetorp;VÄSTRA GÖTALANDSREGIONEN
81546393;Särvux;SIMRISHAMNS KOMMUN
37133485;Ektorpsskolan 2;NORRKÖPINGS KOMMUN
60154076;Dagsbergs skola;NORRKÖPINGS KOMMUN
17161274;Errarps fritidshem;ÄNGELHOLMS KOMMUN
15781706;Modersmål;SKARA KOMMUN
31657916;Praktiska Gymnasiet Kalmar;Praktiska Sverige AB
30376472;Karlfeldtgymnasiet;AVESTA KOMMUN
30623846;Komvux Malmö ro 5 - Veldi;MALMÖ KOMMUN
43140379;Nakterhusskolan;HANINGE KOMMUN
29178490;Komvux malmö ro 3 gymnasial Kungsgatan;MALMÖ KOMMUN
68748767;Fria Läroverken Malmö;Fria Läroverken i Sverige AB
18779652;Tibro kompetenscenter - vuxenutbildning;TIBRO KOMMUN
39139691;Strandängsskolan F-6;BÅSTADS KOMMUN
23992844;Byskeskolan;SKELLEFTEÅ KOMMUN
67809657;Kågeskolan;SKELLEFTEÅ KOMMUN
89661489;Sörböleskolan;SKELLEFTEÅ KOMMUN
42247223;Örjanskolan;SKELLEFTEÅ KOMMUN
15708237;Särskolan Eden gymnasiesär;HAPARANDA KOMMUN
36051862;MoA Lärcentrum;UPPSALA KOMMUN
86158933;De la Gardiegymnasiet, enhet 4;LIDKÖPINGS KOMMUN
82881279;Kunskapscentrum Nordost;TÄBY KOMMUN
74660201;Kunskapscentrum Nordost SFI;TÄBY KOMMUN
11102578;VBU Högbergsskolan 1;VÄSTERBERGSLAGENS UTBILDNINGSFÖRBUND,VBU
70066748;Schillerska gymnasiet 4;GÖTEBORGS KOMMUN
37935182;Albanoskolan;LANDSKRONA KOMMUN
34838015;Lärcentrum;ROBERTSFORS KOMMUN
53131149;Lapplands Gymnasium Kiruna enh. 3;LAPPLANDS KOMMUNALFÖRBUND
80357110;Stockholms Tillskärarakademis Gymnasium;MEDBORGARSKOLANS FRISKOLOR I STOCKHOLM AB
60712249;Strömskolan 4-6;MARKS KOMMUN
71969230;Praktiska Gymnasiet Trollhättan;Praktiska Sverige AB
85050087;Vuxenutbildningen SFI;KARLSKRONA KOMMUN
71534291;Ekeby skola;ÖSTHAMMARS KOMMUN
27232649;Vretaskolan;ÖSTHAMMARS KOMMUN
53432700;Center för språkintroduktion Lindholmen 1;GÖTEBORGS KOMMUN
62300682;Uddevalla gymnasieskola, Agneberg RL;UDDEVALLA KOMMUN
16496466;Uddevalla gymnasieskola, Agneberg GLU;UDDEVALLA KOMMUN
56168083;Vasaskolan;STIFTELSEN FÖR KRISTNA SKOLOR
40724774;Atlas, resursklass;VALLENTUNA KOMMUN
29811693;Tellusgymnasiet;VALLENTUNA KOMMUN
14115670;Friskolan Hästens;FRITIDSHEMMET HÄSTENS AB
69147256;St Olofsskolan;SUNDSVALLS KOMMUN
61364360;Korallens Friskola/Vetenskapliga Skolan;Korallens Friskola AB
91730225;ANC Komvux, grundvux och särvux;ARVIKA KOMMUN
30885683;ANC, SFI;ARVIKA KOMMUN
63265335;Järvenskolan;ARVIKA KOMMUN
16784385;Påhlmans gymnasium;MEDBORGARSKOLAN STOCKHOLMSREGIONEN
37136094;Hermods AB, komvux;GÖTEBORGS KOMMUN
72074288;Rydbo skola;ÖSTERÅKERS KOMMUN
18748381;Porsnässkolan;PITEÅ KOMMUN
57910836;SU-grupper;VALLENTUNA KOMMUN
93157285;Central Insamlingsenhet Kommunal verksamhet;SALEMS KOMMUN
80636578;Central Insamlingsenhet;SALEMS KOMMUN
81419831;Central Insamlingsenhet;NYNÄSHAMNS KOMMUN
82502811;Central Insamlingsenhet;TROSA KOMMUN
95506905;Central Insamlingsenhet Enskild verksamhet;TROSA KOMMUN
36556669;Central Insamlingsenhet;MULLSJÖ KOMMUN
13323252;Central Insamlingsenhet Enskild verksamhet;TRANÅS KOMMUN
92090983;Central Insamlingsenhet;TINGSRYDS KOMMUN
60438765;Central Insamlingsenhet Kommunal verksamhet;MARKARYDS KOMMUN
44941137;Central Insamlingsenhet;VÄXJÖ KOMMUN
37887615;Central Insamlingsenhet;STAFFANSTORPS KOMMUN
91860322;Central Insamlingsenhet Kommunal verksamhet;BURLÖVS KOMMUN
11317784;Centralt Personal;ÖSTRA GÖINGE KOMMUN
31497548;Central Insamlingsenhet;HALMSTADS KOMMUN
81514522;Central Insamlingsenhet Enskild verksamhet;KUNGSBACKA KOMMUN
91062663;Central Insamlingsenhet;TANUMS KOMMUN
45219349;Central Insamlingsenhet;GRÄSTORPS KOMMUN
64448128;Integrerade särskoleelever;GULLSPÅNGS KOMMUN
61470982;Central Insamlingsenhet Kommunal verksamhet;BENGTSFORS KOMMUN
41481636;Central Insamlingsenhet Kommunal verksamhet;MELLERUDS KOMMUN
86141372;Integrerade särskoleelever;MARKS KOMMUN
86927328;Central Insamlingsenhet Enskild verksamhet;TORSBY KOMMUN
32143231;Central Insamlingsenhet Enskild verksamhet;ÅRJÄNGS KOMMUN
28354433;Central Insamlingsenhet Kommunal verksamhet;ÅRJÄNGS KOMMUN
33262520;Central Insamlingsenhet;LAXÅ KOMMUN
44674059;Central Insamlingsenhet;LEKSANDS KOMMUN
35016128;Elevhälsan;SÄTERS KOMMUN
56797843;Central Insamlingsenhet;HEDEMORA KOMMUN
48049940;Modersmålslärare;AVESTA KOMMUN
18353505;Social- o utbildningsförvaltningen;LUDVIKA KOMMUN
34853970;Central Insamlingsenhet;OVANÅKERS KOMMUN
12849656;Ro Integrerade särskoleelever;STRÖMSUNDS KOMMUN
43200287;Ro integrerade särskoleelever;NORDMALINGS KOMMUN
62770438;Central Insamlingsenhet, enskild verksamhet;UMEÅ KOMMUN
15019432;Placeringspool Ansvarig Maria Bergstedt Andersson;PITEÅ KOMMUN
22217519;Kvalitetspool Lärare Ansvarig Sara Rönnbäck;PITEÅ KOMMUN
65765343;Kvalitetspool FSK FH Ansvarig Åsa Sandberg;PITEÅ KOMMUN
56328727;Fridaskolan Kvillebäcken;Fridaskolorna AB
59516376;Lingenässkolan L1;KRISTIANSTADS KOMMUN
47243834;Eklidens skola;NACKA KOMMUN
16816091;Backgårdsskolan;PITEÅ KOMMUN
54570457;Backeskolan;PITEÅ KOMMUN
55036987;Bergsviksskolan;PITEÅ KOMMUN
50775398;Böle skola;PITEÅ KOMMUN
71768337;Jävre skola;PITEÅ KOMMUN
15031493;Kullenskolan;PITEÅ KOMMUN
27957195;Långskataskolan;PITEÅ KOMMUN
12947382;Norrbyskolan;PITEÅ KOMMUN
99362822;Pitholmsskolan 4-6;PITEÅ KOMMUN
42296356;Sjulnässkolan;PITEÅ KOMMUN
48156668;Sjulsmarks skola;PITEÅ KOMMUN
67036296;Svensby skola;PITEÅ KOMMUN
27409429;Lönnens fritidshem ;VINGÅKERS KOMMUN
45356602;Utbildningscentrum SärVux;GNESTA KOMMUN
63914267;Utbildningscentrum/SFI;GNESTA KOMMUN
70969714;Alléskolan 1;SYDNÄRKES UTBILDNINGSFÖRBUND
74148070;Alléskolan 7;SYDNÄRKES UTBILDNINGSFÖRBUND
72663939;Tingvallaskolan S;SÄFFLE KOMMUN
65598254;Tegnérskolan B;SÄFFLE KOMMUN
19368897;Falu vuxenutbildning SFI;FALU KOMMUN
15104098;Falu vuxenutbildning;FALU KOMMUN
35063170;Gnosjöandans kunskapsc. gy;GNOSJÖ KOMMUN
88834120;Schillerska gymnasiet 2;GÖTEBORGS KOMMUN
54450836;Sven Eriksonsgymnasiet D;BORÅS KOMMUN
67692516;Viskastrandsgymnasiet D;BORÅS KOMMUN
36962579;Össjö skola;ÄNGELHOLMS KOMMUN
18053776;Djurö skola;VÄRMDÖ KOMMUN
68381790;Malung-Sälens gymnasieskola;MALUNG-SÄLENS KOMMUN
22426680;De Geergymnasiet 6;NORRKÖPINGS KOMMUN
60743463;Fjällgymnasiet;BERGS KOMMUN
77630712;Värmdö Skärgårdsskola;VÄRMDÖ KOMMUN
47705565;Munkmoraskolan;VÄRMDÖ KOMMUN
34017520;Öxnered skola 4-6;VÄNERSBORGS KOMMUN
68637661;Öxnered skola;VÄNERSBORGS KOMMUN
76374651;Svalnässkolan;DANDERYDS KOMMUN
34412858;Ullvi2;KÖPINGS KOMMUN
34852224;Ullvi4;KÖPINGS KOMMUN
33190782;Åbymoskolan 1;NORRKÖPINGS KOMMUN
77553496;Skytteholmsskolan Sär;SOLNA KOMMUN
81947796;Habilitekets friskola särskola;HABILITEKET AKTIEBOLAG
41408780;Nacka International School;Frihab AB
14355031;Designgymnasiet Sickla;Designgymnasiet i Sverige AB
88998356;Alma folkhögskola SFI;STOCKHOLMS KOMMUN
15697742;Galaxskolan;SIGTUNA KOMMUN
95396892;Slottsskolan;HÅBO KOMMUN
49674763;Gröna dalen;HÅBO KOMMUN
23032196;Karlshamns Montessoriskola;KARLSHAMNS MONTESSORI-SKOLA- EKONOMISK FÖRENING
72615710;Åsarpsskolan;FALKÖPINGS KOMMUN
91138242;Dotorpsskolan;FALKÖPINGS KOMMUN
12985644;Odensbergsskolan;FALKÖPINGS KOMMUN
43435547;Vindängen;FALKÖPINGS KOMMUN
65556331;Nya Kastets Skola;Nya kastets skola AB
81611939;Grindstuskolan;HUDDINGE KOMMUN
54516737;Kvarnbergsskolan;HUDDINGE KOMMUN
60207912;Rörbäcksnäs skola;MALUNG-SÄLENS KOMMUN
13866289;Sälens skola;MALUNG-SÄLENS KOMMUN
36689149;Skogskällan;HUDDINGE KOMMUN
56810099;Rönnens resursskola;MALMÖ KOMMUN
56336528;Sjöarpsskolan gy;RONNEBY KOMMUN
91907646;Odenslundsskolan;ÖSTERSUNDS KOMMUN
34231336;Carl Johanskolan;KARLSBORGS KOMMUN
28023150;Södervångskolan;VELLINGE KOMMUN
87366152;Los skola;LJUSDALS KOMMUN
65024773;Alirskolan 7-9;BOLLNÄS KOMMUN
28784410;Hagalidskolan;STAFFANSTORPS KOMMUN
21250086;Sidsjö Fristående Grundskola;Sidsjö Fristående Grundskola AB
74771085;Nya Skolan, Lilla Edet;NYA SKOLAN TROLLHÄTTAN AKTIEBOLAG
91067048;Ebba Braheskolan;Ebba Braheskolan AB
39598101;Hörviks skola;SÖLVESBORGS KOMMUN
27323226;Brunnsparksskolan;HELSINGBORGS KOMMUN
41811292;Elinebergsskolan;HELSINGBORGS KOMMUN
59129239;Husensjö skola;HELSINGBORGS KOMMUN
87251726;Laröds skola;HELSINGBORGS KOMMUN
48337100;Mörarps skola;HELSINGBORGS KOMMUN
66351593;Påarps skola;HELSINGBORGS KOMMUN
15455892;Ringstorpsskolan;HELSINGBORGS KOMMUN
55527569;S:t Jörgens skola;HELSINGBORGS KOMMUN
37472911;Stenmoskolan;HUDDINGE KOMMUN
28060171;Västra Berga skola;HELSINGBORGS KOMMUN
49010566;Västra Ramlösa skola;HELSINGBORGS KOMMUN
56802300;Bobergsgymnasiet;ÅNGE KOMMUN
17514337;Fränstaskolan;ÅNGE KOMMUN
68495182;Ljungaskolan;ÅNGE KOMMUN
75387026;Vårbackaskolan;HUDDINGE KOMMUN
64255803;Torpshammars skola;ÅNGE KOMMUN
12040511;Emiliaskolan;LANDSKRONA KOMMUN
94648037;Kungshögsskolan 1;LJUNGBY KOMMUN
10225038;Solfagraskolan;HUDDINGE KOMMUN
62004466;Stensängsskolan;HUDDINGE KOMMUN
34255565;Lysingskolan;ÖDESHÖGS KOMMUN
30485839;SFI;LANDSKRONA KOMMUN
78427140;Särvux;LANDSKRONA KOMMUN
16851764;Uranienborgs skola;LANDSKRONA KOMMUN
83804048;Gustaf Adolfsskolan 1;NORRKÖPINGS KOMMUN
55979828;Centralskolan;STORUMANS KOMMUN
87510386;Röbroskolan;STORUMANS KOMMUN
71588344;Gunnarns skola;STORUMANS KOMMUN
57644285;Stensele skola;STORUMANS KOMMUN
71156124;Möja skola;VÄRMDÖ KOMMUN
33225349;Kungsmadskolan 4;VÄXJÖ KOMMUN
34946479;Runmarö skola;VÄRMDÖ KOMMUN
70481988;Svartsö skola;VÄRMDÖ KOMMUN
62823595;Kyrkskolan 1;NORRKÖPINGS KOMMUN
22316816;Hansåkerskolan;RAGUNDA KOMMUN
78545687;Anders-Olofskolan;RAGUNDA KOMMUN
93838287;Östergårdsskolan;SKURUPS KOMMUN
31975018;Prästamosseskolan;SKURUPS KOMMUN
10638673;Västanåskolan;Västanåskolans Ekonomiska förening
46241804;SYAB Transportgymnasium;SYAB Transportgymnasium AB
89533473;Hagaskolan;KUMLA KOMMUN
57420772;Hasslöskolan F-6;KARLSKRONA KOMMUN
55030330;Holmsjöskolan F-6;KARLSKRONA KOMMUN
89523926;Rosenholmskolan Sport College 7-9;KARLSKRONA KOMMUN
33572033;Academy of Music and Business Tingsryd;Academy of Music and Business Education Tingsryd AB
33953395;Lidingö komvux;LIDINGÖ KOMMUN
20254204;Lidingö komvux SFI;LIDINGÖ KOMMUN
21674603;Knåda skola;OVANÅKERS KOMMUN
64065898;Maestroskolan Nacka;MAESTRO SVINDERSVIK AKTIEBOLAG
72147290;Blidsbergs skola;ULRICEHAMNS KOMMUN
47154034;Bogesundsskolan;ULRICEHAMNS KOMMUN
45023137;Dalums skola;ULRICEHAMNS KOMMUN
47657033;Gällstads skola;ULRICEHAMNS KOMMUN
88344039;Hössna skola;ULRICEHAMNS KOMMUN
69504751;Introduktionsprogrammet;ULRICEHAMNS KOMMUN
17184072;Jämtlands Gymn, Bispgården;JÄMTLANDS GYMNASIEFÖRBUND
26864271;Jämtlands Gymn, Bräcke;JÄMTLANDS GYMNASIEFÖRBUND
85535876;Fridasroskolan;ESLÖVS KOMMUN
58463429;Västra skolan;ESLÖVS KOMMUN
69182531;Montessoriskolan Tellus;Montessoriskolan i Höganäs AB
55549522;Hyllie Park Grundskola;Hyllie Park Aktiebolag
89692072;Freinetskolan Hugin;Freinetskolan Hugin Ekonomisk förening
97938241;Ölyckeskolan 7-9;ESLÖVS KOMMUN
97617940;Ölyckeskolan f-6;ESLÖVS KOMMUN
18072172;Hampnäs gymnasium;Impius Vård och Utbildning AB
50936464;Bäckagårdsskolan;Impius Vård och Utbildning AB
75453654;Tockarps skola;ÖRKELLJUNGA KOMMUN
97072671;Bygdsiljumsskolan;SKELLEFTEÅ KOMMUN
86310217;G.O. Kompetens Transportgymnasium;G.O. KOMPETENS TRANSPORTGYMNASIUM AB
75972486;Ersmarksskolan;SKELLEFTEÅ KOMMUN
73076557;Marbäcks skola;ULRICEHAMNS KOMMUN
91728040;Nyköpings resursskola;NYKÖPINGS KOMMUN
97453154;Timmele skola;ULRICEHAMNS KOMMUN
97359904;Tankeborgen Svartlå Fria;SVARTLÅ-SANDTRÄSK EKONOMISKA FÖRENINGEN
33657492;Tingsholmsgymnasiets nationella program;ULRICEHAMNS KOMMUN
87088456;Tranmursskolan GKS;FÖRENINGEN FÖR GEFLE KRISTNA SKOLA
72373344;LÄRvux/Särskolan Gotl. kommun;REGION GOTLAND
61547652;Önnestadsgymnasiet;Hushållningssällskapets Kompetensutveckling i Syd AB (HUSKAB)
30772723;Ostviksskolan;SKELLEFTEÅ KOMMUN
27115850;Skråmträskskolan;SKELLEFTEÅ KOMMUN
12558459;Sunnanåskolan;SKELLEFTEÅ KOMMUN
36924587;Munktorpsskolan;KÖPINGS KOMMUN
45749845;Tuböleskolan;SKELLEFTEÅ KOMMUN
71675943;Yttre Ursviksskolan;SKELLEFTEÅ KOMMUN
49742321;Alsike skola;KNIVSTA KOMMUN
72061363;Långhundra skola;KNIVSTA KOMMUN
64449160;Eskelhem skola;REGION GOTLAND
10682125;Magitaskolan;Magitaskolan AB
72009712;Gråboskolan;REGION GOTLAND
11295351;Jämtlands Vux Bispgården;JÄMTLANDS GYMNASIEFÖRBUND
90763684;Jämtlands Vux Bispgården, SFI;JÄMTLANDS GYMNASIEFÖRBUND
28958120;Prolympia, Umeå;ULNO AB
46114318;Västerhejde skola;REGION GOTLAND
35191755;Introduktionsprogram Gnesta kommun;GNESTA KOMMUN
96079328;Gnesta Grundsärskola 1-6;GNESTA KOMMUN
96260440;Gnesta Grundsärskola 7-9;GNESTA KOMMUN
29289355;Ekhamraskolan;Friskolan i Mariestad AB
28646634;Lillängsskolan;Friskolan i Mariestad AB
71068841;Allsta skola;SUNDSVALLS KOMMUN
18915192;Fokusskolan;Nyfo AB
10170655;Vibackeskolan;SUNDSVALLS KOMMUN
46563141;Peterslundsskolan;OXELÖSUNDS KOMMUN
26779234;Ankarsviks skola;SUNDSVALLS KOMMUN
16353434;Hindby Dibber;Dibber Malmö AB
12289594;Nya Centralskolan i Virserum AB;Prolympia Virserum AB
87427999;Änglagårdskolan;Gothenburg Association AB
16196769;Örelundskolan;BOLLEBYGDS KOMMUN
61662490;Ydreskolan 2;YDRE KOMMUN
96403088;Midgårdsskolan;TÄBY KOMMUN
77703460;Lärcenter, vuxenutbildningen;SÄFFLE KOMMUN
73265454;Norrängsskolan;LYCKSELE KOMMUN
17427607;Vuxenutbildningen;LILLA EDETS KOMMUN
21873837;Arbetsmarknadsavd. SFI;LILLA EDETS KOMMUN
78789903;Fornbyskolan;TROSA KOMMUN
11987493;Dansgymnasiet Nacka;Vasiliou Education AB
76877530;Hudikgymnasiet;Hudiksvalls Gymnasieskola AB
95213848;D-skolan;OXELÖSUNDS KOMMUN
59497255;Ribbyskolan;HANINGE KOMMUN
51041954;Rälsen AB i Norrviken;RÄLSEN AKTIEBOLAG
48315891;Adolfsfors skola;EDA KOMMUN
13665610;Brinkskolan;TÄBY KOMMUN
27964873;Malenagymnasiet;SJÖBO KOMMUN
44002887;Ellagårdsskolan;TÄBY KOMMUN
57206066;Vallatorpsskolan;TÄBY KOMMUN
87859089;Kungsängsgymnasiet;SALA KOMMUN
26878879;Stallets Skola;AB Nyfiket lärande, Sollentuna
81784662;Arenaskolan grundskola;TIMRÅ KOMMUN
57529996;Johannesskolan Norrkpg Kr Sk;STIFTELSEN AGAPE NORRKÖPING
48694604;OneSchool Global Nyby Campus Grundskola;OneSchool Global Nyby Campus AB
43826783;OneSchool Global Nyby Campus Gymnasium;OneSchool Global Nyby Campus AB
33912115;Julita skola;KATRINEHOLMS KOMMUN
78108063;Ljungbackens fritidshem;TRANEMO KOMMUN
20657642;Åsalyckans fritidshem;TRANEMO KOMMUN
75646732;Bredgårds skola;STRÖMSUNDS KOMMUN
89218995;Bergaskolan;KIRUNA KOMMUN
79467784;Karesuando skola;KIRUNA KOMMUN
21462543;Svappavaara skola;KIRUNA KOMMUN
84886020;Tuolluvaara skola;KIRUNA KOMMUN
76314428;Vittangi skola;KIRUNA KOMMUN
36773794;Vuxenutbildningen Luleå komvux;LULEÅ KOMMUN
30318937;Övre Soppero skola;KIRUNA KOMMUN
93795255;Vuxenutbildningen Luleå SFI;LULEÅ KOMMUN
53886841;Vuxenutbildningen Luleå särvux;LULEÅ KOMMUN
58103420;Musiklådan;FÖRÄLDRAFÖRENINGEN VID MUSIKLÅDAN
24671487;Kunskapsskolans Resursskola;Kunskapsskolan i Sverige Aktiebolag
60186012;Uppsala Montessoriskola;UPPSALA MONTESSORISKOLA AB
10310119;Umeå Montessoriskola;Umeå montessoriskola ek. för.
70747736;Alstad skola;TRELLEBORGS KOMMUN
24947938;Pilevallskolan;TRELLEBORGS KOMMUN
16081769;Väståkraskolan;TRELLEBORGS KOMMUN
25807975;Östra skolan;TRELLEBORGS KOMMUN
34246393;Sätilaskolan 7-9;MARKS KOMMUN
45805534;Örbyskolan 7-9;MARKS KOMMUN
85759071;Lillsjöskolan;UPPLANDS-BRO KOMMUN
41878314;Gymnasiet;ORUST KOMMUN
